session id;time;paddle distance;ballHits;ballBounces;amount of bricks;win/lose;type of personality;playerAPM;playerReactionTime;playerPaddleSafety;GEQ - content;GEQ - skillful;GEQ - occupied;GEQ - difficulty;satisfaction;brick height_rl;paddle speed_rl;ball speed_rl;paddle length_rl;ball size_rl;brick height_multi;paddle speed_multi;ball speed_multi;paddle length_multi;ball size_multi;brick height_single;paddle speed_single;ball speed_single;paddle length_single;ball size_single
4;176.0808;1334.826;36;85;0;1;1;212.1012;0.03423861;1.041402;4;3;4;3;14.75;5.0;15.0;2.0;30.0;6.0;4.238551634157433;17.098346810004934;4.013803293862374;29.034221918211355;4.6482191363067535;4.247583993681589;16.72689657335988;4.208545575679191;29.265984296368963;4.61229270903472
6;58.941159999999996;576.6013;17;59;4;0;1;212.1012;0.03423861;1.041402;5;3;4;5;17.25;5.0;15.0;7.314918;30.0;6.0;4.238551634157433;17.098346810004934;4.013803293862374;29.034221918211355;4.6482191363067535;4.247583993681589;16.72689657335988;4.208545575679191;29.265984296368963;4.61229270903472
8;75.49934;608.9018;23;48;0;1;1;212.1012;0.03423861;1.041402;5;3;4;4;16.75;3.929665;15.0;2.0;30.0;6.0;4.238551634157433;17.098346810004934;4.013803293862374;29.034221918211355;4.6482191363067535;4.247583993681589;16.72689657335988;4.208545575679191;29.265984296368963;4.61229270903472
10;76.11924;558.9577;19;48;7;0;1;212.1012;0.03423861;1.041402;5;2;4;5;16.5;5.0;15.0;2.0;30.0;6.0;4.238551634157433;17.098346810004934;4.013803293862374;29.034221918211355;4.6482191363067535;4.247583993681589;16.72689657335988;4.208545575679191;29.265984296368963;4.61229270903472
5;90.29686;834.8046;29;73;0;1;2;422.8975;0.007807532;1.201791;4;3;4;4;14.5;5.0;15.0;7.548903999999999;30.0;6.0;4.003310636687627;16.804411034942042;7.357108701033213;29.074597018306655;4.009307149664529;3.9976457537947314;16.808634126614738;7.269866498068497;29.044601231342398;4.020974522056524
6;142.4536;1560.8029999999999;43;114;0;1;3;241.1087;0.03132493;0.9042872999999999;4;5;4;4;16.75;5.0;15.0;5.418273;30.0;6.0;4.208756475888465;17.035446657886457;7.345350353702414;29.48309642634769;4.5749599066366615;4.2037453672441885;17.116829187797993;7.30415429499096;29.453994589351034;4.585760673605437
3;82.69814000000001;414.0999;25;52;0;1;5;417.9801;0.008333521;1.0543200000000001;4;3;4;4;15.25;3.6127800000000003;15.0;5.62876;30.0;6.0;4.1054628081854645;16.695357750087787;4.807472841341311;29.32271677883521;4.397095845695437;4.074877201206292;16.60414362067257;4.901644104551481;29.36445691024375;4.322749484223075
6;123.0114;643.8024;34;73;0;1;5;417.9801;0.008333521;1.0543200000000001;4;3;4;4;15.25;5.0;15.0;5.400518;26.663;6.0;4.1054628081854645;16.695357750087787;4.807472841341311;29.32271677883521;4.397095845695437;4.074877201206292;16.60414362067257;4.901644104551481;29.36445691024375;4.322749484223075
2;73.47968;640.2016;20;50;3;0;1;172.5737;0.03319016;1.1618629999999999;5;2;4;5;16.5;5.0;15.0;2.0;30.0;6.0;4.225377357498925;16.889565139575176;3.65919320931246;28.912478963373538;4.629837828859057;4.223569420390105;16.8925820388859;3.677281938539111;28.905198468355128;4.603668521011898
4;60.36119;422.7556;13;37;11;0;1;172.5737;0.03319016;1.1618629999999999;5;2;4;4;16.0;5.0;15.0;2.0;30.0;6.0;4.225377357498925;16.889565139575176;3.65919320931246;28.912478963373538;4.629837828859057;4.223569420390105;16.8925820388859;3.677281938539111;28.905198468355128;4.603668521011898
6;47.000890000000005;352.0997;15;31;14;0;1;172.5737;0.03319016;1.1618629999999999;5;2;4;5;16.5;3.985437;15.0;2.0;24.53049;6.0;4.225377357498925;16.889565139575176;3.65919320931246;28.912478963373538;4.629837828859057;4.223569420390105;16.8925820388859;3.677281938539111;28.905198468355128;4.603668521011898
8;73.41969;801.2032;20;39;6;0;1;172.5737;0.03319016;1.1618629999999999;5;1;4;5;15.75;5.0;19.56154;3.957479;30.0;6.0;4.225377357498925;16.889565139575176;3.65919320931246;28.912478963373538;4.629837828859057;4.223569420390105;16.8925820388859;3.677281938539111;28.905198468355128;4.603668521011898
10;49.08093;330.9997;16;30;12;0;1;172.5737;0.03319016;1.1618629999999999;5;2;4;5;16.5;5.0;15.0;2.0;21.30857;6.0;4.225377357498925;16.889565139575176;3.65919320931246;28.912478963373538;4.629837828859057;4.223569420390105;16.8925820388859;3.677281938539111;28.905198468355128;4.603668521011898
2;90.49683;261.6996;15;50;0;1;2;397.9774;0.0054280809999999995;1.258794;5;3;3;4;14.75;3.070812;15.0;2.0;30.0;6.0;4.064923589100942;16.187082021553287;7.253283694104774;29.638952982524227;4.005232364139832;4.061416298772176;16.21664939104093;7.2039327150966415;29.648473238657544;3.976139946707776
8;87.97725;385.0999;30;54;0;1;5;473.5743;0.007544647;1.154614;4;3;4;4;15.25;4.450896;15.0;4.750203;30.0;6.0;3.8209700390755374;17.13122972970949;5.0235649753746054;28.643146366835;4.213406497615596;3.8019475503036935;17.083133528467034;5.004680552013839;28.692645840199177;4.190636605264031
6;38.24068;390.7293;17;45;5;0;6;382.4972;0.009612706;1.019206;3;1;5;5;14.0;5.0;15.0;10.118360000000001;30.0;6.0;4.001951998174558;16.694849773035806;4.782747826467267;29.223964433028073;4.334741912376802;4.039419909309497;16.994958576512634;4.933972504542415;29.368993408692926;4.3812598073309035
2;57.00111;468.9;17;37;9;0;1;212.1012;0.03423861;1.041402;5;2;4;5;16.5;5.0;15.0;2.0;27.24672;6.0;4.238551634157433;17.098346810004934;4.013803293862374;29.034221918211355;4.6482191363067535;4.247583993681589;16.72689657335988;4.208545575679191;29.265984296368963;4.61229270903472
4;42.24078;260.3067;8;20;15;0;1;212.1012;0.03423861;1.041402;5;3;4;4;16.75;5.0;15.0;2.0;25.65587;6.0;4.238551634157433;17.098346810004934;4.013803293862374;29.034221918211355;4.6482191363067535;4.247583993681589;16.72689657335988;4.208545575679191;29.265984296368963;4.61229270903472
6;123.2513;893.9067;28;74;0;1;1;212.1012;0.03423861;1.041402;5;3;4;4;16.75;4.427329;15.0;2.0;30.0;6.0;4.238551634157433;17.098346810004934;4.013803293862374;29.034221918211355;4.6482191363067535;4.247583993681589;16.72689657335988;4.208545575679191;29.265984296368963;4.61229270903472
9;60.9012;299.3997;13;30;10;0;1;212.1012;0.03423861;1.041402;5;3;4;4;16.75;4.627458;15.0;2.0;30.0;6.0;4.238551634157433;17.098346810004934;4.013803293862374;29.034221918211355;4.6482191363067535;4.247583993681589;16.72689657335988;4.208545575679191;29.265984296368963;4.61229270903472
2;71.44003000000001;477.4;21;51;0;1;2;422.8975;0.007807532;1.201791;4;3;3;4;14.0;2.277068;15.0;2.0;30.0;6.0;4.003310636687627;16.804411034942042;7.357108701033213;29.074597018306655;4.009307149664529;3.9976457537947314;16.808634126614738;7.269866498068497;29.044601231342398;4.020974522056524
4;112.6331;992.0597;38;85;0;1;5;417.9801;0.008333521;1.0543200000000001;4;3;4;4;15.25;4.946182;20.26353;4.917713;25.04201;6.0;4.1054628081854645;16.695357750087787;4.807472841341311;29.32271677883521;4.397095845695437;4.074877201206292;16.60414362067257;4.901644104551481;29.36445691024375;4.322749484223075
2;52.52101;546.5007;85;14;19;0;1;172.5737;0.03319016;1.1618629999999999;5;1;5;5;17.0;4.426759;15.0;2.0;20.697129999999998;6.0;4.225377357498925;16.889565139575176;3.65919320931246;28.912478963373538;4.629837828859057;4.223569420390105;16.8925820388859;3.677281938539111;28.905198468355128;4.603668521011898
4;32.36055;265.0995;42;9;22;0;1;172.5737;0.03319016;1.1618629999999999;4;1;5;5;15.5;1.9387590000000001;15.0;2.0;20.7384;6.0;4.225377357498925;16.889565139575176;3.65919320931246;28.912478963373538;4.629837828859057;4.223569420390105;16.8925820388859;3.677281938539111;28.905198468355128;4.603668521011898
7;69.16041;372.2997;13;27;13;0;1;172.5737;0.03319016;1.1618629999999999;5;2;4;4;16.0;4.360919;15.0;2.0;30.0;6.0;4.225377357498925;16.889565139575176;3.65919320931246;28.912478963373538;4.629837828859057;4.223569420390105;16.8925820388859;3.677281938539111;28.905198468355128;4.603668521011898
2;89.07706;483.7998;26;60;0;1;2;397.9774;0.0054280809999999995;1.258794;4;3;3;4;14.0;3.4196239999999998;15.0;2.0;30.0;6.0;4.064923589100942;16.187082021553287;7.253283694104774;29.638952982524227;4.005232364139832;4.061416298772176;16.21664939104093;7.2039327150966415;29.648473238657544;3.976139946707776
4;88.09723000000001;419.2999;25;51;0;1;2;397.9774;0.0054280809999999995;1.258794;4;3;3;4;14.0;3.4874769999999997;15.0;2.0;30.0;6.0;4.064923589100942;16.187082021553287;7.253283694104774;29.638952982524227;4.005232364139832;4.061416298772176;16.21664939104093;7.2039327150966415;29.648473238657544;3.976139946707776
2;101.7549;295.6094;29;56;0;1;5;473.5743;0.007544647;1.154614;4;3;4;4;15.25;3.5649019999999996;15.0;2.0;30.0;6.0;3.8209700390755374;17.13122972970949;5.0235649753746054;28.643146366835;4.213406497615596;3.8019475503036935;17.083133528467034;5.004680552013839;28.692645840199177;4.190636605264031
8;88.71712;413.0;24;57;0;1;5;473.5743;0.007544647;1.154614;4;3;4;4;15.25;5.0;15.0;4.189908999999999;30.0;6.0;3.8209700390755374;17.13122972970949;5.0235649753746054;28.643146366835;4.213406497615596;3.8019475503036935;17.083133528467034;5.004680552013839;28.692645840199177;4.190636605264031
2;63.881269999999994;304.3996;19;41;0;1;6;382.4972;0.009612706;1.019206;5;4;4;4;17.5;2.077826;15.0;2.730506;30.0;6.0;4.001951998174558;16.694849773035806;4.782747826467267;29.223964433028073;4.334741912376802;4.039419909309497;16.994958576512634;4.933972504542415;29.368993408692926;4.3812598073309035
4;80.73846;462.9;28;52;0;1;6;382.4972;0.009612706;1.019206;4;3;4;4;15.25;3.9953529999999997;15.0;2.0;29.023770000000003;6.0;4.001951998174558;16.694849773035806;4.782747826467267;29.223964433028073;4.334741912376802;4.039419909309497;16.994958576512634;4.933972504542415;29.368993408692926;4.3812598073309035
10;22.78033;155.1999;11;25;11;0;6;382.4972;0.009612706;1.019206;3;3;5;5;15.5;3.9778599999999997;15.0;4.748582;19.40025;6.0;4.001951998174558;16.694849773035806;4.782747826467267;29.223964433028073;4.334741912376802;4.039419909309497;16.994958576512634;4.933972504542415;29.368993408692926;4.3812598073309035
2;91.53665;460.9001;25;53;1;0;1;212.1012;0.03423861;1.041402;5;2;4;5;16.5;4.6612290000000005;15.0;2.0;30.0;6.0;4.238551634157433;17.098346810004934;4.013803293862374;29.034221918211355;4.6482191363067535;4.247583993681589;16.72689657335988;4.208545575679191;29.265984296368963;4.61229270903472
4;84.19788;593.7944;23;48;4;0;1;212.1012;0.03423861;1.041402;5;2;4;5;16.5;4.87119;15.0;2.480595;29.059070000000002;6.0;4.238551634157433;17.098346810004934;4.013803293862374;29.034221918211355;4.6482191363067535;4.247583993681589;16.72689657335988;4.208545575679191;29.265984296368963;4.61229270903472
6;161.0176;1007.308;35;81;0;1;1;212.1012;0.03423861;1.041402;4;3;4;3;14.75;4.055434;15.0;2.0;30.0;6.0;4.238551634157433;17.098346810004934;4.013803293862374;29.034221918211355;4.6482191363067535;4.247583993681589;16.72689657335988;4.208545575679191;29.265984296368963;4.61229270903472
8;57.921130000000005;501.1002;23;54;4;0;1;212.1012;0.03423861;1.041402;5;2;4;5;16.5;5.0;15.0;3.711757;30.0;6.0;4.238551634157433;17.098346810004934;4.013803293862374;29.034221918211355;4.6482191363067535;4.247583993681589;16.72689657335988;4.208545575679191;29.265984296368963;4.61229270903472
10;24.86038;224.2996;7;17;19;0;1;212.1012;0.03423861;1.041402;4;3;4;5;15.75;2.451765;15.0;2.0;28.66585;6.0;4.238551634157433;17.098346810004934;4.013803293862374;29.034221918211355;4.6482191363067535;4.247583993681589;16.72689657335988;4.208545575679191;29.265984296368963;4.61229270903472
5;91.95658;661.1434;18;74;0;1;2;422.8975;0.007807532;1.201791;5;3;3;4;14.75;1.557366;15.0;2.0;30.0;6.0;4.003310636687627;16.804411034942042;7.357108701033213;29.074597018306655;4.009307149664529;3.9976457537947314;16.808634126614738;7.269866498068497;29.044601231342398;4.020974522056524
7;112.4931;765.5757;35;72;0;1;2;422.8975;0.007807532;1.201791;4;3;3;4;14.0;5.0;15.0;5.835679;30.0;6.0;4.003310636687627;16.804411034942042;7.357108701033213;29.074597018306655;4.009307149664529;3.9976457537947314;16.808634126614738;7.269866498068497;29.044601231342398;4.020974522056524
5;67.96061;689.2291;22;76;0;1;3;241.1087;0.03132493;0.9042872999999999;5;5;4;5;18.75;2.450703;15.0;2.0;28.78588;6.0;4.208756475888465;17.035446657886457;7.345350353702414;29.48309642634769;4.5749599066366615;4.2037453672441885;17.116829187797993;7.30415429499096;29.453994589351034;4.585760673605437
2;42.80079;345.3997;22;51;4;0;5;417.9801;0.008333521;1.0543200000000001;3;2;5;5;14.75;3.887064;15.0;7.026566000000001;26.05834;6.0;4.1054628081854645;16.695357750087787;4.807472841341311;29.32271677883521;4.397095845695437;4.074877201206292;16.60414362067257;4.901644104551481;29.36445691024375;4.322749484223075
3;70.58017;248.8995;15;53;0;1;5;417.9801;0.008333521;1.0543200000000001;5;4;4;3;17.0;2.3566540000000002;15.0;2.0;30.0;6.0;4.1054628081854645;16.695357750087787;4.807472841341311;29.32271677883521;4.397095845695437;4.074877201206292;16.60414362067257;4.901644104551481;29.36445691024375;4.322749484223075
8;103.3547;409.1081;26;50;0;1;5;417.9801;0.008333521;1.0543200000000001;4;3;4;4;15.25;4.296512;15.0;2.0;30.0;6.0;4.1054628081854645;16.695357750087787;4.807472841341311;29.32271677883521;4.397095845695437;4.074877201206292;16.60414362067257;4.901644104551481;29.36445691024375;4.322749484223075
10;55.021069999999995;235.3996;19;45;0;1;5;417.9801;0.008333521;1.0543200000000001;5;4;4;4;17.5;2.762284;15.0;2.0;30.0;6.0;4.1054628081854645;16.695357750087787;4.807472841341311;29.32271677883521;4.397095845695437;4.074877201206292;16.60414362067257;4.901644104551481;29.36445691024375;4.322749484223075
2;76.91911;331.0997;14;62;0;1;1;172.5737;0.03319016;1.1618629999999999;5;5;4;3;17.75;2.123202;15.0;2.0;30.0;6.0;4.225377357498925;16.889565139575176;3.65919320931246;28.912478963373538;4.629837828859057;4.223569420390105;16.8925820388859;3.677281938539111;28.905198468355128;4.603668521011898
4;66.8208;488.7999;18;36;5;0;1;172.5737;0.03319016;1.1618629999999999;5;2;4;5;16.5;5.0;15.0;2.0;30.0;6.0;4.225377357498925;16.889565139575176;3.65919320931246;28.912478963373538;4.629837828859057;4.223569420390105;16.8925820388859;3.677281938539111;28.905198468355128;4.603668521011898
7;61.42122;511.5999;19;47;5;0;1;172.5737;0.03319016;1.1618629999999999;5;2;4;5;16.5;5.0;15.0;2.0;30.0;6.0;4.225377357498925;16.889565139575176;3.65919320931246;28.912478963373538;4.629837828859057;4.223569420390105;16.8925820388859;3.677281938539111;28.905198468355128;4.603668521011898
9;16.20018;127.3057;5;10;19;0;1;172.5737;0.03319016;1.1618629999999999;3;4;4;5;15.0;1.7411599999999998;15.0;2.8684830000000003;28.80958;6.0;4.225377357498925;16.889565139575176;3.65919320931246;28.912478963373538;4.629837828859057;4.223569420390105;16.8925820388859;3.677281938539111;28.905198468355128;4.603668521011898
2;70.96011;692.1027;20;58;0;1;3;167.3578;0.03786918;1.077184;5;4;3;4;16.25;2.686152;15.0;2.0;30.0;6.0;4.236935288300244;16.215649292729093;6.872284651726023;29.26650084481297;4.313119494726679;4.261492118208462;16.690119190695082;6.680774521269117;29.059151269922943;4.451926431614546
2;101.235;258.9995;23;55;0;1;5;473.5743;0.007544647;1.154614;4;3;4;4;15.25;1.0;15.0;2.0;29.5193;6.0;3.8209700390755374;17.13122972970949;5.0235649753746054;28.643146366835;4.213406497615596;3.8019475503036935;17.083133528467034;5.004680552013839;28.692645840199177;4.190636605264031
3;58.00114;223.0996;18;51;0;1;5;473.5743;0.007544647;1.154614;5;4;4;4;17.5;2.844241;15.0;2.927571;30.0;6.0;3.8209700390755374;17.13122972970949;5.0235649753746054;28.643146366835;4.213406497615596;3.8019475503036935;17.083133528467034;5.004680552013839;28.692645840199177;4.190636605264031
7;78.7188;306.6393;21;47;0;1;5;473.5743;0.007544647;1.154614;4;3;4;4;15.25;3.253341;15.0;4.609551000000001;30.0;6.0;3.8209700390755374;17.13122972970949;5.0235649753746054;28.643146366835;4.213406497615596;3.8019475503036935;17.083133528467034;5.004680552013839;28.692645840199177;4.190636605264031
10;127.8106;297.5996;26;54;0;1;5;473.5743;0.007544647;1.154614;4;3;4;3;14.75;3.88646;15.0;2.0;28.20955;6.0;3.8209700390755374;17.13122972970949;5.0235649753746054;28.643146366835;4.213406497615596;3.8019475503036935;17.083133528467034;5.004680552013839;28.692645840199177;4.190636605264031
2;133.3717;437.8999;21;60;0;1;6;382.4972;0.009612706;1.019206;4;3;4;3;14.75;3.662114;15.0;2.0;30.0;6.0;4.001951998174558;16.694849773035806;4.782747826467267;29.223964433028073;4.334741912376802;4.039419909309497;16.994958576512634;4.933972504542415;29.368993408692926;4.3812598073309035
4;107.9539;617.3019;27;64;0;1;6;382.4972;0.009612706;1.019206;4;3;4;4;15.25;4.109334;15.0;2.0;20.735329999999998;6.0;4.001951998174558;16.694849773035806;4.782747826467267;29.223964433028073;4.334741912376802;4.039419909309497;16.994958576512634;4.933972504542415;29.368993408692926;4.3812598073309035
6;140.8133;669.5027;37;71;0;1;6;382.4972;0.009612706;1.019206;4;3;4;4;15.25;5.0;15.0;4.948077;30.0;6.0;4.001951998174558;16.694849773035806;4.782747826467267;29.223964433028073;4.334741912376802;4.039419909309497;16.994958576512634;4.933972504542415;29.368993408692926;4.3812598073309035
10;26.820420000000002;190.0998;12;25;10;0;6;382.4972;0.009612706;1.019206;3;3;5;5;15.5;1.43895;15.0;2.0;24.13791;6.0;4.001951998174558;16.694849773035806;4.782747826467267;29.223964433028073;4.334741912376802;4.039419909309497;16.994958576512634;4.933972504542415;29.368993408692926;4.3812598073309035
2;78.19889;580.2013;28;66;0;1;1;212.1012;0.03423861;1.041402;5;3;4;4;16.75;2.857823;15.0;2.0;30.0;6.0;4.238551634157433;17.098346810004934;4.013803293862374;29.034221918211355;4.6482191363067535;4.247583993681589;16.72689657335988;4.208545575679191;29.265984296368963;4.61229270903472
6;60.7412;425.7;11;22;14;0;1;212.1012;0.03423861;1.041402;5;2;4;4;16.0;4.04585;15.0;2.0;27.05504;6.0;4.238551634157433;17.098346810004934;4.013803293862374;29.034221918211355;4.6482191363067535;4.247583993681589;16.72689657335988;4.208545575679191;29.265984296368963;4.61229270903472
7;37.72067;426.5248;17;37;9;0;1;212.1012;0.03423861;1.041402;5;1;5;5;17.0;4.187755;16.51306;10.089160000000001;23.52833;6.0;4.238551634157433;17.098346810004934;4.013803293862374;29.034221918211355;4.6482191363067535;4.247583993681589;16.72689657335988;4.208545575679191;29.265984296368963;4.61229270903472
8;85.35769;653.6419999999999;26;60;3;0;1;212.1012;0.03423861;1.041402;5;2;4;5;16.5;4.8310319999999995;15.0;3.672864;30.0;6.0;4.238551634157433;17.098346810004934;4.013803293862374;29.034221918211355;4.6482191363067535;4.247583993681589;16.72689657335988;4.208545575679191;29.265984296368963;4.61229270903472
10;75.59933000000001;450.2587;19;38;7;0;1;212.1012;0.03423861;1.041402;5;2;4;5;16.5;5.0;15.0;2.0;22.72586;6.0;4.238551634157433;17.098346810004934;4.013803293862374;29.034221918211355;4.6482191363067535;4.247583993681589;16.72689657335988;4.208545575679191;29.265984296368963;4.61229270903472
3;87.6573;460.3995;27;66;0;1;2;422.8975;0.007807532;1.201791;4;3;3;4;14.0;2.954185;15.0;3.3828910000000003;30.0;6.0;4.003310636687627;16.804411034942042;7.357108701033213;29.074597018306655;4.009307149664529;3.9976457537947314;16.808634126614738;7.269866498068497;29.044601231342398;4.020974522056524
5;90.0769;530.5002;23;84;0;1;2;422.8975;0.007807532;1.201791;4;3;4;5;15.75;1.4738040000000001;15.0;2.0;27.655409999999996;6.0;4.003310636687627;16.804411034942042;7.357108701033213;29.074597018306655;4.009307149664529;3.9976457537947314;16.808634126614738;7.269866498068497;29.044601231342398;4.020974522056524
10;98.21553;708.6028;19;70;0;1;3;241.1087;0.03132493;0.9042872999999999;5;4;2;4;15.0;2.10443;15.0;2.0;30.0;6.0;4.208756475888465;17.035446657886457;7.345350353702414;29.48309642634769;4.5749599066366615;4.2037453672441885;17.116829187797993;7.30415429499096;29.453994589351034;4.585760673605437
2;103.2147;222.6996;28;46;0;1;5;417.9801;0.008333521;1.0543200000000001;4;3;4;4;15.25;2.425174;15.0;2.0;30.0;6.0;4.1054628081854645;16.695357750087787;4.807472841341311;29.32271677883521;4.397095845695437;4.074877201206292;16.60414362067257;4.901644104551481;29.36445691024375;4.322749484223075
6;52.52101;420.9999;20;61;0;1;5;417.9801;0.008333521;1.0543200000000001;4;3;4;4;15.25;3.332266;15.0;8.174995;27.442729999999997;6.0;4.1054628081854645;16.695357750087787;4.807472841341311;29.32271677883521;4.397095845695437;4.074877201206292;16.60414362067257;4.901644104551481;29.36445691024375;4.322749484223075
9;132.2914;355.3997;32;61;0;1;5;417.9801;0.008333521;1.0543200000000001;4;3;4;4;15.25;4.3002769999999995;15.0;2.0;30.0;6.0;4.1054628081854645;16.695357750087787;4.807472841341311;29.32271677883521;4.397095845695437;4.074877201206292;16.60414362067257;4.901644104551481;29.36445691024375;4.322749484223075
2;55.92109;353.6997;13;28;12;0;1;172.5737;0.03319016;1.1618629999999999;5;2;4;5;16.5;3.906284;15.0;2.0;30.0;6.0;4.225377357498925;16.889565139575176;3.65919320931246;28.912478963373538;4.629837828859057;4.223569420390105;16.8925820388859;3.677281938539111;28.905198468355128;4.603668521011898
6;20.30027;303.7663;7;17;18;0;1;172.5737;0.03319016;1.1618629999999999;4;2;4;5;15.0;5.0;24.83623;7.71802;20.737820000000003;6.0;4.225377357498925;16.889565139575176;3.65919320931246;28.912478963373538;4.629837828859057;4.223569420390105;16.8925820388859;3.677281938539111;28.905198468355128;4.603668521011898
9;32.18055;258.39599999999996;10;21;14;0;1;172.5737;0.03319016;1.1618629999999999;5;3;4;5;17.25;5.0;15.0;2.0;27.33418;6.0;4.225377357498925;16.889565139575176;3.65919320931246;28.912478963373538;4.629837828859057;4.223569420390105;16.8925820388859;3.677281938539111;28.905198468355128;4.603668521011898
2;71.14008000000001;269.3996;12;49;0;1;2;397.9774;0.0054280809999999995;1.258794;5;4;3;4;16.25;1.0;15.0;2.0;26.309509999999996;6.0;4.064923589100942;16.187082021553287;7.253283694104774;29.638952982524227;4.005232364139832;4.061416298772176;16.21664939104093;7.2039327150966415;29.648473238657544;3.976139946707776
6;74.39953;378.4997;23;47;0;1;2;397.9774;0.0054280809999999995;1.258794;4;3;3;4;14.0;5.0;15.0;3.291975;30.0;6.0;4.064923589100942;16.187082021553287;7.253283694104774;29.638952982524227;4.005232364139832;4.061416298772176;16.21664939104093;7.2039327150966415;29.648473238657544;3.976139946707776
10;87.89726;882.5562;27;65;0;1;3;167.3578;0.03786918;1.077184;5;4;4;4;17.5;3.7464199999999996;15.0;3.164788;30.0;6.0;4.236935288300244;16.215649292729093;6.872284651726023;29.26650084481297;4.313119494726679;4.261492118208462;16.690119190695082;6.680774521269117;29.059151269922943;4.451926431614546
2;133.2316;433.7273;38;61;0;1;5;473.5743;0.007544647;1.154614;4;3;4;4;15.25;4.090085;15.0;2.0;30.0;6.0;3.8209700390755374;17.13122972970949;5.0235649753746054;28.643146366835;4.213406497615596;3.8019475503036935;17.083133528467034;5.004680552013839;28.692645840199177;4.190636605264031
4;102.1549;420.8999;31;55;0;1;5;473.5743;0.007544647;1.154614;4;3;4;4;15.25;4.236301;15.0;2.0;30.0;6.0;3.8209700390755374;17.13122972970949;5.0235649753746054;28.643146366835;4.213406497615596;3.8019475503036935;17.083133528467034;5.004680552013839;28.692645840199177;4.190636605264031
7;146.7545;575.5012;31;69;0;1;5;473.5743;0.007544647;1.154614;4;3;4;3;14.75;4.334048999999999;15.0;2.0;24.13591;5.98121;3.8209700390755374;17.13122972970949;5.0235649753746054;28.643146366835;4.213406497615596;3.8019475503036935;17.083133528467034;5.004680552013839;28.692645840199177;4.190636605264031
9;112.993;264.1995;22;44;0;1;5;473.5743;0.007544647;1.154614;4;3;4;3;14.75;5.0;15.0;2.0;29.744220000000002;6.0;3.8209700390755374;17.13122972970949;5.0235649753746054;28.643146366835;4.213406497615596;3.8019475503036935;17.083133528467034;5.004680552013839;28.692645840199177;4.190636605264031
2;91.29669;907.2054;26;71;1;0;4;151.2152;0.0051441970000000005;1.075917;3;3;5;5;15.0;5.0;15.0;3.9696519999999995;27.702709999999996;6.0;4.122887878248963;16.267510156427942;6.4463212900274005;29.199714734115396;4.223322946041168;4.164939362050628;16.362727440475187;6.2251433356533274;29.37612784185803;4.268171478044971
4;130.5511;488.1001;26;57;0;1;6;382.4972;0.009612706;1.019206;4;3;4;3;14.75;5.0;15.0;2.0;23.2228;6.0;4.001951998174558;16.694849773035806;4.782747826467267;29.223964433028073;4.334741912376802;4.039419909309497;16.994958576512634;4.933972504542415;29.368993408692926;4.3812598073309035
6;110.6934;570.7457;33;61;0;1;6;382.4972;0.009612706;1.019206;4;3;4;4;15.25;5.0;15.0;2.790279;30.0;6.0;4.001951998174558;16.694849773035806;4.782747826467267;29.223964433028073;4.334741912376802;4.039419909309497;16.994958576512634;4.933972504542415;29.368993408692926;4.3812598073309035
9;64.84113;289.5995;20;59;0;1;6;382.4972;0.009612706;1.019206;4;3;4;4;15.25;1.5927790000000002;15.0;2.0;30.0;6.0;4.001951998174558;16.694849773035806;4.782747826467267;29.223964433028073;4.334741912376802;4.039419909309497;16.994958576512634;4.933972504542415;29.368993408692926;4.3812598073309035
2;134.1718;904.0526;37;84;0;1;1;212.1012;0.03423861;1.041402;5;3;4;4;16.75;5.0;15.0;2.0;30.0;6.0;4.238551634157433;17.098346810004934;4.013803293862374;29.034221918211355;4.6482191363067535;4.247583993681589;16.72689657335988;4.208545575679191;29.265984296368963;4.61229270903472
4;29.800490000000003;236.9996;11;13;19;0;1;212.1012;0.03423861;1.041402;4;2;4;5;15.0;3.710296;15.0;2.239012;23.63394;6.0;4.238551634157433;17.098346810004934;4.013803293862374;29.034221918211355;4.6482191363067535;4.247583993681589;16.72689657335988;4.208545575679191;29.265984296368963;4.61229270903472
6;84.31786;592.8014;29;59;0;1;1;212.1012;0.03423861;1.041402;5;3;4;4;16.75;4.196773;15.0;3.297945;30.0;6.0;4.238551634157433;17.098346810004934;4.013803293862374;29.034221918211355;4.6482191363067535;4.247583993681589;16.72689657335988;4.208545575679191;29.265984296368963;4.61229270903472
2;50.160959999999996;343.7997;10;52;0;1;2;422.8975;0.007807532;1.201791;5;4;3;4;16.25;2.427985;15.0;2.0;30.0;6.0;4.003310636687627;16.804411034942042;7.357108701033213;29.074597018306655;4.009307149664529;3.9976457537947314;16.808634126614738;7.269866498068497;29.044601231342398;4.020974522056524
9;78.23888000000001;393.5075;19;60;0;1;2;422.8975;0.007807532;1.201791;5;3;3;4;14.75;3.257829;15.0;2.0;30.0;6.0;4.003310636687627;16.804411034942042;7.357108701033213;29.074597018306655;4.009307149664529;3.9976457537947314;16.808634126614738;7.269866498068497;29.044601231342398;4.020974522056524
4;149.4751;1507.404;41;112;0;1;3;241.1087;0.03132493;0.9042872999999999;4;5;4;4;16.75;5.0;15.0;2.0;27.98375;6.0;4.208756475888465;17.035446657886457;7.345350353702414;29.48309642634769;4.5749599066366615;4.2037453672441885;17.116829187797993;7.30415429499096;29.453994589351034;4.585760673605437
