session id;time;paddle distance;ballHits;ballBounces;amount of bricks;win/lose;type of personality;playerAPM;playerReactionTime;playerPaddleSafety;GEQ - content;GEQ - skillful;GEQ - occupied;GEQ - difficulty;satisfaction;brick height_rl;paddle speed_rl;ball speed_rl;paddle length_rl;ball size_rl;brick height_multi;paddle speed_multi;ball speed_multi;paddle length_multi;ball size_multi;brick height_single;paddle speed_single;ball speed_single;paddle length_single;ball size_single
4;66.04093;440.5999;19;59;0;1;1;172.5737;0.03319016;1.1618629999999999;5;4;4;4;17.5;1.823392;15.0;2.0;30.0;6.0;4.225377357498925;16.889565139575176;3.65919320931246;28.912478963373538;4.629837828859057;4.223569420390105;16.8925820388859;3.677281938539111;28.905198468355128;4.603668521011898
9;46.12086;346.9998;7;15;17;0;1;172.5737;0.03319016;1.1618629999999999;5;3;4;4;16.75;3.932664;15.0;2.0;30.0;6.0;4.225377357498925;16.889565139575176;3.65919320931246;28.912478963373538;4.629837828859057;4.223569420390105;16.8925820388859;3.677281938539111;28.905198468355128;4.603668521011898
5;81.77829;568.501;33;67;0;1;2;397.9774;0.0054280809999999995;1.258794;4;3;3;4;14.0;3.8597120000000005;15.0;5.924293;22.12217;6.0;4.064923589100942;16.187082021553287;7.253283694104774;29.638952982524227;4.005232364139832;4.061416298772176;16.21664939104093;7.2039327150966415;29.648473238657544;3.976139946707776
5;37.60067;222.3676;15;43;0;1;5;473.5743;0.007544647;1.154614;5;4;4;4;17.5;2.495788;15.737329999999998;5.818976999999999;22.21844;6.0;3.8209700390755374;17.13122972970949;5.0235649753746054;28.643146366835;4.213406497615596;3.8019475503036935;17.083133528467034;5.004680552013839;28.692645840199177;4.190636605264031
3;84.33785999999999;432.7391;28;50;0;1;6;382.4972;0.009612706;1.019206;4;3;4;4;15.25;3.8587010000000004;15.0;2.0;30.0;6.0;4.001951998174558;16.694849773035806;4.782747826467267;29.223964433028073;4.334741912376802;4.039419909309497;16.994958576512634;4.933972504542415;29.368993408692926;4.3812598073309035
4;30.0605;248.9889;18;38;6;0;6;382.4972;0.009612706;1.019206;3;2;5;5;14.75;3.9950669999999997;18.7449;10.86575;28.577240000000003;6.0;4.001951998174558;16.694849773035806;4.782747826467267;29.223964433028073;4.334741912376802;4.039419909309497;16.994958576512634;4.933972504542415;29.368993408692926;4.3812598073309035
6;66.36088000000001;431.4999;11;55;0;1;6;382.4972;0.009612706;1.019206;5;5;4;3;17.75;2.482859;15.0;2.0;20.72385;6.0;4.001951998174558;16.694849773035806;4.782747826467267;29.223964433028073;4.334741912376802;4.039419909309497;16.994958576512634;4.933972504542415;29.368993408692926;4.3812598073309035
10;63.361259999999994;296.8889;20;48;0;1;6;382.4972;0.009612706;1.019206;4;3;4;4;15.25;1.5200850000000001;15.0;2.0;26.456190000000003;6.0;4.001951998174558;16.694849773035806;4.782747826467267;29.223964433028073;4.334741912376802;4.039419909309497;16.994958576512634;4.933972504542415;29.368993408692926;4.3812598073309035
3;35.02061;223.6997;9;16;17;0;1;212.1012;0.03423861;1.041402;5;2;4;5;16.5;4.900482;15.0;2.0;19.013360000000002;6.0;4.238551634157433;17.098346810004934;4.013803293862374;29.034221918211355;4.6482191363067535;4.247583993681589;16.72689657335988;4.208545575679191;29.265984296368963;4.61229270903472
6;37.16066;256.4995;10;19;15;0;1;212.1012;0.03423861;1.041402;5;2;4;5;16.5;5.0;15.0;2.0;24.52647;6.0;4.238551634157433;17.098346810004934;4.013803293862374;29.034221918211355;4.6482191363067535;4.247583993681589;16.72689657335988;4.208545575679191;29.265984296368963;4.61229270903472
8;51.120979999999996;359.0998;14;31;11;0;1;212.1012;0.03423861;1.041402;5;2;4;5;16.5;5.0;15.0;4.35436;24.72103;6.0;4.238551634157433;17.098346810004934;4.013803293862374;29.034221918211355;4.6482191363067535;4.247583993681589;16.72689657335988;4.208545575679191;29.265984296368963;4.61229270903472
10;57.52113000000001;440.2999;15;51;0;1;1;212.1012;0.03423861;1.041402;5;4;4;4;17.5;1.952337;15.0;2.0;30.0;6.0;4.238551634157433;17.098346810004934;4.013803293862374;29.034221918211355;4.6482191363067535;4.247583993681589;16.72689657335988;4.208545575679191;29.265984296368963;4.61229270903472
2;51.120979999999996;525.3;12;62;0;1;3;241.1087;0.03132493;0.9042872999999999;5;6;3;4;17.75;2.3282979999999998;15.0;4.772054;27.92657;6.0;4.208756475888465;17.035446657886457;7.345350353702414;29.48309642634769;4.5749599066366615;4.2037453672441885;17.116829187797993;7.30415429499096;29.453994589351034;4.585760673605437
3;91.95658;451.1999;31;64;0;1;5;417.9801;0.008333521;1.0543200000000001;4;3;4;4;15.25;5.0;15.0;5.537065;30.0;6.0;4.1054628081854645;16.695357750087787;4.807472841341311;29.32271677883521;4.397095845695437;4.074877201206292;16.60414362067257;4.901644104551481;29.36445691024375;4.322749484223075
7;96.6158;253.1995;25;57;0;1;5;417.9801;0.008333521;1.0543200000000001;4;3;4;4;15.25;3.187391;15.0;2.0;30.0;6.0;4.1054628081854645;16.695357750087787;4.807472841341311;29.32271677883521;4.397095845695437;4.074877201206292;16.60414362067257;4.901644104551481;29.36445691024375;4.322749484223075
10;19.42025;96.00001999999999;9;16;16;0;5;417.9801;0.008333521;1.0543200000000001;2;3;5;5;14.0;5.0;15.0;6.437563;19.48068;6.0;4.1054628081854645;16.695357750087787;4.807472841341311;29.32271677883521;4.397095845695437;4.074877201206292;16.60414362067257;4.901644104551481;29.36445691024375;4.322749484223075
2;71.87995;627.2019;19;49;7;0;1;172.5737;0.03319016;1.1618629999999999;5;2;4;5;16.5;5.0;15.0;6.980308999999999;22.2223;6.0;4.225377357498925;16.889565139575176;3.65919320931246;28.912478963373538;4.629837828859057;4.223569420390105;16.8925820388859;3.677281938539111;28.905198468355128;4.603668521011898
4;22.40032;161.4999;8;15;16;0;1;172.5737;0.03319016;1.1618629999999999;4;3;4;5;15.75;1.174405;15.0;2.0;30.0;6.0;4.225377357498925;16.889565139575176;3.65919320931246;28.912478963373538;4.629837828859057;4.223569420390105;16.8925820388859;3.677281938539111;28.905198468355128;4.603668521011898
5;48.20091;605.7524;32;19;16;0;1;172.5737;0.03319016;1.1618629999999999;5;1;5;5;17.0;5.0;19.523329999999998;2.6311009999999997;24.110139999999998;6.0;4.225377357498925;16.889565139575176;3.65919320931246;28.912478963373538;4.629837828859057;4.223569420390105;16.8925820388859;3.677281938539111;28.905198468355128;4.603668521011898
7;58.28114;415.9546;14;32;9;0;1;172.5737;0.03319016;1.1618629999999999;5;2;4;5;16.5;5.0;15.0;2.0;30.0;6.0;4.225377357498925;16.889565139575176;3.65919320931246;28.912478963373538;4.629837828859057;4.223569420390105;16.8925820388859;3.677281938539111;28.905198468355128;4.603668521011898
4;80.25854;399.9101;23;48;0;1;2;397.9774;0.0054280809999999995;1.258794;4;3;3;4;14.0;2.860198;15.0;2.075195;26.512420000000002;6.0;4.064923589100942;16.187082021553287;7.253283694104774;29.638952982524227;4.005232364139832;4.061416298772176;16.21664939104093;7.2039327150966415;29.648473238657544;3.976139946707776
7;80.35853;523.7772;15;62;0;1;2;397.9774;0.0054280809999999995;1.258794;5;3;3;4;14.75;3.122903;17.23028;2.0;25.55266;6.0;4.064923589100942;16.187082021553287;7.253283694104774;29.638952982524227;4.005232364139832;4.061416298772176;16.21664939104093;7.2039327150966415;29.648473238657544;3.976139946707776
2;52.92102;532.1528;14;40;9;0;3;167.3578;0.03786918;1.077184;4;4;4;3;15.5;3.5619089999999995;15.0;2.0;30.0;6.0;4.236935288300244;16.215649292729093;6.872284651726023;29.26650084481297;4.313119494726679;4.261492118208462;16.690119190695082;6.680774521269117;29.059151269922943;4.451926431614546
3;123.0514;658.6027;39;78;0;1;5;473.5743;0.007544647;1.154614;4;3;4;4;15.25;5.0;15.0;5.293209;26.3321;6.0;3.8209700390755374;17.13122972970949;5.0235649753746054;28.643146366835;4.213406497615596;3.8019475503036935;17.083133528467034;5.004680552013839;28.692645840199177;4.190636605264031
6;76.81912;241.5995;25;47;0;1;5;473.5743;0.007544647;1.154614;4;3;4;4;15.25;2.126272;15.0;2.0;30.0;6.0;3.8209700390755374;17.13122972970949;5.0235649753746054;28.643146366835;4.213406497615596;3.8019475503036935;17.083133528467034;5.004680552013839;28.692645840199177;4.190636605264031
7;71.36004;158.2;14;49;0;1;5;473.5743;0.007544647;1.154614;5;5;4;3;17.75;3.256464;15.0;2.0;30.0;6.0;3.8209700390755374;17.13122972970949;5.0235649753746054;28.643146366835;4.213406497615596;3.8019475503036935;17.083133528467034;5.004680552013839;28.692645840199177;4.190636605264031
8;45.04084;181.9998;11;22;13;0;5;473.5743;0.007544647;1.154614;4;3;4;5;15.75;5.0;15.0;2.0;21.2829;6.0;3.8209700390755374;17.13122972970949;5.0235649753746054;28.643146366835;4.213406497615596;3.8019475503036935;17.083133528467034;5.004680552013839;28.692645840199177;4.190636605264031
9;79.61865;324.5996;21;56;0;1;5;473.5743;0.007544647;1.154614;4;3;4;4;15.25;2.981174;15.0;2.0;21.292379999999998;6.0;3.8209700390755374;17.13122972970949;5.0235649753746054;28.643146366835;4.213406497615596;3.8019475503036935;17.083133528467034;5.004680552013839;28.692645840199177;4.190636605264031
10;148.855;362.4997;30;54;0;1;5;473.5743;0.007544647;1.154614;4;3;4;3;14.75;4.05352;15.0;2.0;24.80218;6.0;3.8209700390755374;17.13122972970949;5.0235649753746054;28.643146366835;4.213406497615596;3.8019475503036935;17.083133528467034;5.004680552013839;28.692645840199177;4.190636605264031
2;52.84101999999999;356.5999;15;33;7;0;4;151.2152;0.0051441970000000005;1.075917;4;2;5;5;14.5;5.0;15.0;2.0;26.02165;6.0;4.122887878248963;16.267510156427942;6.4463212900274005;29.199714734115396;4.223322946041168;4.164939362050628;16.362727440475187;6.2251433356533274;29.37612784185803;4.268171478044971
4;100.9151;423.4;25;49;0;1;6;382.4972;0.009612706;1.019206;4;3;4;4;15.25;2.541824;15.0;2.0;26.807209999999998;6.0;4.001951998174558;16.694849773035806;4.782747826467267;29.223964433028073;4.334741912376802;4.039419909309497;16.994958576512634;4.933972504542415;29.368993408692926;4.3812598073309035
7;30.620509999999996;272.8996;15;38;10;0;6;382.4972;0.009612706;1.019206;3;2;5;5;14.75;3.976639;15.0;11.05539;30.0;6.0;4.001951998174558;16.694849773035806;4.782747826467267;29.223964433028073;4.334741912376802;4.039419909309497;16.994958576512634;4.933972504542415;29.368993408692926;4.3812598073309035
9;131.5313;636.2021;28;60;0;1;6;382.4972;0.009612706;1.019206;4;3;4;3;14.75;5.0;15.0;3.7195970000000003;28.86522;6.0;4.001951998174558;16.694849773035806;4.782747826467267;29.223964433028073;4.334741912376802;4.039419909309497;16.994958576512634;4.933972504542415;29.368993408692926;4.3812598073309035
2;94.03623;419.5999;13;60;0;1;1;212.1012;0.03423861;1.041402;5;5;4;3;17.75;3.3177480000000004;15.0;2.0;30.0;6.0;4.238551634157433;17.098346810004934;4.013803293862374;29.034221918211355;4.6482191363067535;4.247583993681589;16.72689657335988;4.208545575679191;29.265984296368963;4.61229270903472
4;48.46092;353.4989;18;39;8;0;1;212.1012;0.03423861;1.041402;5;2;4;5;16.5;5.0;15.0;6.554185;30.0;6.0;4.238551634157433;17.098346810004934;4.013803293862374;29.034221918211355;4.6482191363067535;4.247583993681589;16.72689657335988;4.208545575679191;29.265984296368963;4.61229270903472
5;47.5609;312.4996;12;26;14;0;1;212.1012;0.03423861;1.041402;5;2;4;5;16.5;5.0;15.0;5.237066;22.15101;6.0;4.238551634157433;17.098346810004934;4.013803293862374;29.034221918211355;4.6482191363067535;4.247583993681589;16.72689657335988;4.208545575679191;29.265984296368963;4.61229270903472
10;182.3621;872.0062;29;56;0;1;1;212.1012;0.03423861;1.041402;4;3;4;3;14.75;3.2192279999999998;15.0;2.0;30.0;6.0;4.238551634157433;17.098346810004934;4.013803293862374;29.034221918211355;4.6482191363067535;4.247583993681589;16.72689657335988;4.208545575679191;29.265984296368963;4.61229270903472
3;74.83945;776.704;34;77;0;1;2;422.8975;0.007807532;1.201791;5;3;4;4;15.25;5.0;15.0;7.925998;19.13401;3.094286;4.003310636687627;16.804411034942042;7.357108701033213;29.074597018306655;4.009307149664529;3.9976457537947314;16.808634126614738;7.269866498068497;29.044601231342398;4.020974522056524
7;102.8148;627.8012;27;69;0;1;2;422.8975;0.007807532;1.201791;4;3;4;4;14.5;5.0;15.0;3.804359;30.0;6.0;4.003310636687627;16.804411034942042;7.357108701033213;29.074597018306655;4.009307149664529;3.9976457537947314;16.808634126614738;7.269866498068497;29.044601231342398;4.020974522056524
6;113.43299999999999;297.9996;26;54;0;1;5;417.9801;0.008333521;1.0543200000000001;4;3;4;4;15.25;3.407141;15.0;2.897151;30.0;6.0;4.1054628081854645;16.695357750087787;4.807472841341311;29.32271677883521;4.397095845695437;4.074877201206292;16.60414362067257;4.901644104551481;29.36445691024375;4.322749484223075
9;108.4338;301.2996;22;70;0;1;5;417.9801;0.008333521;1.0543200000000001;4;3;4;3;14.75;3.571342;15.0;2.0;30.0;6.0;4.1054628081854645;16.695357750087787;4.807472841341311;29.32271677883521;4.397095845695437;4.074877201206292;16.60414362067257;4.901644104551481;29.36445691024375;4.322749484223075
2;57.16112;391.0999;14;32;7;0;1;172.5737;0.03319016;1.1618629999999999;5;3;4;5;17.25;3.7484370000000005;15.0;3.9458480000000002;30.0;6.0;4.225377357498925;16.889565139575176;3.65919320931246;28.912478963373538;4.629837828859057;4.223569420390105;16.8925820388859;3.677281938539111;28.905198468355128;4.603668521011898
4;25.7404;186.7998;8;12;19;0;1;172.5737;0.03319016;1.1618629999999999;4;2;4;5;15.0;2.991313;15.0;2.0;26.4113;6.0;4.225377357498925;16.889565139575176;3.65919320931246;28.912478963373538;4.629837828859057;4.223569420390105;16.8925820388859;3.677281938539111;28.905198468355128;4.603668521011898
6;51.10098;287.5996;12;19;14;0;1;172.5737;0.03319016;1.1618629999999999;5;2;4;5;16.5;3.218696;15.0;2.0;23.29104;6.0;4.225377357498925;16.889565139575176;3.65919320931246;28.912478963373538;4.629837828859057;4.223569420390105;16.8925820388859;3.677281938539111;28.905198468355128;4.603668521011898
8;30.82051;213.2997;5;10;22;0;1;172.5737;0.03319016;1.1618629999999999;4;2;4;4;14.5;5.0;15.0;2.0;12.17517;6.0;4.225377357498925;16.889565139575176;3.65919320931246;28.912478963373538;4.629837828859057;4.223569420390105;16.8925820388859;3.677281938539111;28.905198468355128;4.603668521011898
9;55.04107;889.1545;16;30;12;0;1;172.5737;0.03319016;1.1618629999999999;5;1;4;5;15.75;5.0;23.15098;4.776611;17.22573;6.0;4.225377357498925;16.889565139575176;3.65919320931246;28.912478963373538;4.629837828859057;4.223569420390105;16.8925820388859;3.677281938539111;28.905198468355128;4.603668521011898
10;74.41953000000001;463.5997;30;61;0;1;2;397.9774;0.0054280809999999995;1.258794;4;3;3;4;14.0;3.4600470000000003;15.0;4.808791;30.0;6.0;4.064923589100942;16.187082021553287;7.253283694104774;29.638952982524227;4.005232364139832;4.061416298772176;16.21664939104093;7.2039327150966415;29.648473238657544;3.976139946707776
2;99.23536;300.3996;29;51;0;1;5;473.5743;0.007544647;1.154614;4;3;4;4;15.25;3.53945;15.0;2.0;30.0;6.0;3.8209700390755374;17.13122972970949;5.0235649753746054;28.643146366835;4.213406497615596;3.8019475503036935;17.083133528467034;5.004680552013839;28.692645840199177;4.190636605264031
3;109.5736;436.4;25;54;0;1;5;473.5743;0.007544647;1.154614;4;3;4;4;15.25;4.655069;15.0;2.187325;25.087970000000002;6.0;3.8209700390755374;17.13122972970949;5.0235649753746054;28.643146366835;4.213406497615596;3.8019475503036935;17.083133528467034;5.004680552013839;28.692645840199177;4.190636605264031
5;89.51699;172.6998;19;51;0;1;5;473.5743;0.007544647;1.154614;5;4;4;3;17.0;2.627942;15.0;2.0;29.45577;6.0;3.8209700390755374;17.13122972970949;5.0235649753746054;28.643146366835;4.213406497615596;3.8019475503036935;17.083133528467034;5.004680552013839;28.692645840199177;4.190636605264031
4;106.2742;556.1008;25;59;0;1;6;382.4972;0.009612706;1.019206;4;3;4;4;15.25;3.143376;15.0;2.0;30.0;6.0;4.001951998174558;16.694849773035806;4.782747826467267;29.223964433028073;4.334741912376802;4.039419909309497;16.994958576512634;4.933972504542415;29.368993408692926;4.3812598073309035
6;52.101000000000006;234.6281;17;43;0;1;6;382.4972;0.009612706;1.019206;5;4;4;4;17.5;1.0;15.0;2.068233;27.17863;6.0;4.001951998174558;16.694849773035806;4.782747826467267;29.223964433028073;4.334741912376802;4.039419909309497;16.994958576512634;4.933972504542415;29.368993408692926;4.3812598073309035
3;85.03774;564.491;19;58;0;1;1;212.1012;0.03423861;1.041402;5;4;4;4;17.5;3.461967;15.0;2.0;30.0;6.0;4.238551634157433;17.098346810004934;4.013803293862374;29.034221918211355;4.6482191363067535;4.247583993681589;16.72689657335988;4.208545575679191;29.265984296368963;4.61229270903472
6;161.4777;1106.308;34;81;0;1;1;212.1012;0.03423861;1.041402;4;3;4;3;14.75;5.0;15.0;2.0;30.0;6.0;4.238551634157433;17.098346810004934;4.013803293862374;29.034221918211355;4.6482191363067535;4.247583993681589;16.72689657335988;4.208545575679191;29.265984296368963;4.61229270903472
8;90.49683;531.9004;22;42;0;1;1;212.1012;0.03423861;1.041402;5;3;4;4;16.75;1.302906;15.0;2.0;30.0;6.0;4.238551634157433;17.098346810004934;4.013803293862374;29.034221918211355;4.6482191363067535;4.247583993681589;16.72689657335988;4.208545575679191;29.265984296368963;4.61229270903472
9;37.82067;723.6061;24;62;0;1;2;422.8975;0.007807532;1.201791;5;3;5;4;15.75;3.49189;26.59791;12.0;27.94459;5.761957;4.003310636687627;16.804411034942042;7.357108701033213;29.074597018306655;4.009307149664529;3.9976457537947314;16.808634126614738;7.269866498068497;29.044601231342398;4.020974522056524
2;87.39735;281.8995;17;57;0;1;5;417.9801;0.008333521;1.0543200000000001;5;4;4;3;17.0;3.322464;15.0;2.0;24.59406;6.0;4.1054628081854645;16.695357750087787;4.807472841341311;29.32271677883521;4.397095845695437;4.074877201206292;16.60414362067257;4.901644104551481;29.36445691024375;4.322749484223075
5;100.9751;471.2001;25;54;0;1;5;417.9801;0.008333521;1.0543200000000001;4;3;4;4;15.25;5.0;15.0;2.0;27.12485;6.0;4.1054628081854645;16.695357750087787;4.807472841341311;29.32271677883521;4.397095845695437;4.074877201206292;16.60414362067257;4.901644104551481;29.36445691024375;4.322749484223075
7;67.68066;193.6998;14;56;0;1;5;417.9801;0.008333521;1.0543200000000001;5;5;4;3;17.75;1.396344;15.0;2.0;30.0;6.0;4.1054628081854645;16.695357750087787;4.807472841341311;29.32271677883521;4.397095845695437;4.074877201206292;16.60414362067257;4.901644104551481;29.36445691024375;4.322749484223075
3;17.90022;155.0;6;17;19;0;1;172.5737;0.03319016;1.1618629999999999;3;3;4;5;14.25;4.722903;15.0;6.180871;30.0;6.0;4.225377357498925;16.889565139575176;3.65919320931246;28.912478963373538;4.629837828859057;4.223569420390105;16.8925820388859;3.677281938539111;28.905198468355128;4.603668521011898
6;32.80056;220.8997;8;15;19;0;1;172.5737;0.03319016;1.1618629999999999;5;2;4;5;16.5;4.8341709999999996;15.0;2.0;24.55871;6.0;4.225377357498925;16.889565139575176;3.65919320931246;28.912478963373538;4.629837828859057;4.223569420390105;16.8925820388859;3.677281938539111;28.905198468355128;4.603668521011898
9;31.18052;251.1995;8;16;17;0;1;172.5737;0.03319016;1.1618629999999999;5;3;4;5;17.25;3.4945190000000004;15.0;3.2407779999999997;29.82372;6.0;4.225377357498925;16.889565139575176;3.65919320931246;28.912478963373538;4.629837828859057;4.223569420390105;16.8925820388859;3.677281938539111;28.905198468355128;4.603668521011898
3;82.95809;513.7001;15;66;0;1;2;397.9774;0.0054280809999999995;1.258794;5;3;3;4;14.75;1.441015;15.0;2.0;19.95429;6.0;4.064923589100942;16.187082021553287;7.253283694104774;29.638952982524227;4.005232364139832;4.061416298772176;16.21664939104093;7.2039327150966415;29.648473238657544;3.976139946707776
5;53.24103;402.9999;24;61;0;1;2;397.9774;0.0054280809999999995;1.258794;4;3;4;4;14.5;3.305192;15.0;6.332682;28.40635;6.0;4.064923589100942;16.187082021553287;7.253283694104774;29.638952982524227;4.005232364139832;4.061416298772176;16.21664939104093;7.2039327150966415;29.648473238657544;3.976139946707776
10;71.38004000000001;408.6999;23;48;0;1;2;397.9774;0.0054280809999999995;1.258794;4;3;3;4;14.0;2.486295;15.0;2.0;26.46783;6.0;4.064923589100942;16.187082021553287;7.253283694104774;29.638952982524227;4.005232364139832;4.061416298772176;16.21664939104093;7.2039327150966415;29.648473238657544;3.976139946707776
10;83.09806999999999;725.6031;23;56;0;1;3;167.3578;0.03786918;1.077184;5;3;3;4;15.5;4.6135660000000005;15.0;2.0;28.14374;6.0;4.236935288300244;16.215649292729093;6.872284651726023;29.26650084481297;4.313119494726679;4.261492118208462;16.690119190695082;6.680774521269117;29.059151269922943;4.451926431614546
4;108.6938;317.3997;29;49;0;1;5;473.5743;0.007544647;1.154614;4;3;4;4;15.25;2.068285;15.0;2.0;30.0;6.0;3.8209700390755374;17.13122972970949;5.0235649753746054;28.643146366835;4.213406497615596;3.8019475503036935;17.083133528467034;5.004680552013839;28.692645840199177;4.190636605264031
5;76.87911;262.8995;17;60;0;1;5;473.5743;0.007544647;1.154614;5;4;4;3;17.0;2.507238;15.0;2.0;24.97757;6.0;3.8209700390755374;17.13122972970949;5.0235649753746054;28.643146366835;4.213406497615596;3.8019475503036935;17.083133528467034;5.004680552013839;28.692645840199177;4.190636605264031
6;126.0709;766.6044;37;92;0;1;5;473.5743;0.007544647;1.154614;4;3;4;4;15.25;5.0;15.0;4.740168;25.14245;6.0;3.8209700390755374;17.13122972970949;5.0235649753746054;28.643146366835;4.213406497615596;3.8019475503036935;17.083133528467034;5.004680552013839;28.692645840199177;4.190636605264031
8;140.4732;629.4022;38;86;0;1;5;473.5743;0.007544647;1.154614;4;3;4;4;15.25;5.0;15.0;2.0;30.0;6.0;3.8209700390755374;17.13122972970949;5.0235649753746054;28.643146366835;4.213406497615596;3.8019475503036935;17.083133528467034;5.004680552013839;28.692645840199177;4.190636605264031
9;74.31954;336.5997;23;48;0;1;5;473.5743;0.007544647;1.154614;4;3;4;4;15.25;3.3499120000000002;15.0;3.778543;27.04062;6.0;3.8209700390755374;17.13122972970949;5.0235649753746054;28.643146366835;4.213406497615596;3.8019475503036935;17.083133528467034;5.004680552013839;28.692645840199177;4.190636605264031
7;69.8203;669.8184;13;57;0;1;4;151.2152;0.0051441970000000005;1.075917;5;5;3;3;17.0;3.212976;15.0;2.0;26.509059999999998;6.0;4.122887878248963;16.267510156427942;6.4463212900274005;29.199714734115396;4.223322946041168;4.164939362050628;16.362727440475187;6.2251433356533274;29.37612784185803;4.268171478044971
4;114.4528;625.4188;23;45;0;1;6;382.4972;0.009612706;1.019206;4;3;4;3;14.75;5.0;15.0;2.0;30.0;6.0;4.001951998174558;16.694849773035806;4.782747826467267;29.223964433028073;4.334741912376802;4.039419909309497;16.994958576512634;4.933972504542415;29.368993408692926;4.3812598073309035
6;134.812;867.206;40;93;0;1;6;382.4972;0.009612706;1.019206;4;3;4;4;15.25;5.0;15.0;2.0;23.31174;6.0;4.001951998174558;16.694849773035806;4.782747826467267;29.223964433028073;4.334741912376802;4.039419909309497;16.994958576512634;4.933972504542415;29.368993408692926;4.3812598073309035
8;128.8707;494.6148;34;65;0;1;6;382.4972;0.009612706;1.019206;4;3;4;4;15.25;5.0;15.0;2.0;28.85858;6.0;4.001951998174558;16.694849773035806;4.782747826467267;29.223964433028073;4.334741912376802;4.039419909309497;16.994958576512634;4.933972504542415;29.368993408692926;4.3812598073309035
2;27.160429999999998;183.3979;15;21;16;0;1;212.1012;0.03423861;1.041402;4;2;5;5;16.25;1.0;15.0;2.0;19.740920000000003;6.0;4.238551634157433;17.098346810004934;4.013803293862374;29.034221918211355;4.6482191363067535;4.247583993681589;16.72689657335988;4.208545575679191;29.265984296368963;4.61229270903472
3;103.4746;713.1034;32;66;2;0;1;212.1012;0.03423861;1.041402;5;2;4;5;16.5;5.0;15.0;2.0;24.83475;6.0;4.238551634157433;17.098346810004934;4.013803293862374;29.034221918211355;4.6482191363067535;4.247583993681589;16.72689657335988;4.208545575679191;29.265984296368963;4.61229270903472
10;89.33702;719.7034;22;51;1;0;1;212.1012;0.03423861;1.041402;5;2;4;5;16.5;5.0;15.0;2.0;30.0;6.0;4.238551634157433;17.098346810004934;4.013803293862374;29.034221918211355;4.6482191363067535;4.247583993681589;16.72689657335988;4.208545575679191;29.265984296368963;4.61229270903472
9;84.43784000000001;378.0997;24;59;0;1;2;422.8975;0.007807532;1.201791;4;3;3;4;14.0;1.8509790000000002;15.0;2.0;26.859859999999998;6.0;4.003310636687627;16.804411034942042;7.357108701033213;29.074597018306655;4.009307149664529;3.9976457537947314;16.808634126614738;7.269866498068497;29.044601231342398;4.020974522056524
2;48.120909999999995;224.9409;21;46;0;1;5;417.9801;0.008333521;1.0543200000000001;4;3;5;4;16.5;1.0;15.0;2.0;29.870620000000002;6.0;4.1054628081854645;16.695357750087787;4.807472841341311;29.32271677883521;4.397095845695437;4.074877201206292;16.60414362067257;4.901644104551481;29.36445691024375;4.322749484223075
4;93.0564;262.2996;24;43;0;1;5;417.9801;0.008333521;1.0543200000000001;4;3;4;4;15.25;4.073919;15.0;2.0;30.0;6.0;4.1054628081854645;16.695357750087787;4.807472841341311;29.32271677883521;4.397095845695437;4.074877201206292;16.60414362067257;4.901644104551481;29.36445691024375;4.322749484223075
5;44.10082;162.2999;17;39;4;0;5;417.9801;0.008333521;1.0543200000000001;4;3;4;5;15.75;1.0;15.0;2.0;17.42758;6.0;4.1054628081854645;16.695357750087787;4.807472841341311;29.32271677883521;4.397095845695437;4.074877201206292;16.60414362067257;4.901644104551481;29.36445691024375;4.322749484223075
7;115.9925;430.2;26;55;0;1;5;417.9801;0.008333521;1.0543200000000001;4;3;4;4;15.25;2.4082380000000003;15.0;2.0;22.39346;6.0;4.1054628081854645;16.695357750087787;4.807472841341311;29.32271677883521;4.397095845695437;4.074877201206292;16.60414362067257;4.901644104551481;29.36445691024375;4.322749484223075
8;126.5308;481.0;31;66;0;1;5;417.9801;0.008333521;1.0543200000000001;4;3;4;4;15.25;4.061419;15.0;2.0;29.07426;6.0;4.1054628081854645;16.695357750087787;4.807472841341311;29.32271677883521;4.397095845695437;4.074877201206292;16.60414362067257;4.901644104551481;29.36445691024375;4.322749484223075
10;144.7541;536.7006;30;59;0;1;5;417.9801;0.008333521;1.0543200000000001;4;3;4;3;14.75;5.0;15.0;2.273021;30.0;6.0;4.1054628081854645;16.695357750087787;4.807472841341311;29.32271677883521;4.397095845695437;4.074877201206292;16.60414362067257;4.901644104551481;29.36445691024375;4.322749484223075
2;110.7534;502.4;19;42;9;0;1;172.5737;0.03319016;1.1618629999999999;5;2;4;4;16.0;5.0;15.0;2.0;25.8633;6.0;4.225377357498925;16.889565139575176;3.65919320931246;28.912478963373538;4.629837828859057;4.223569420390105;16.8925820388859;3.677281938539111;28.905198468355128;4.603668521011898
5;23.98036;171.0999;5;13;19;0;1;172.5737;0.03319016;1.1618629999999999;4;4;4;4;16.0;5.0;15.0;2.0;17.3377;6.0;4.225377357498925;16.889565139575176;3.65919320931246;28.912478963373538;4.629837828859057;4.223569420390105;16.8925820388859;3.677281938539111;28.905198468355128;4.603668521011898
7;60.121190000000006;376.3997;10;19;15;0;1;172.5737;0.03319016;1.1618629999999999;5;2;4;4;16.0;3.4471160000000003;15.0;2.0;22.26926;6.0;4.225377357498925;16.889565139575176;3.65919320931246;28.912478963373538;4.629837828859057;4.223569420390105;16.8925820388859;3.677281938539111;28.905198468355128;4.603668521011898
