session id;brick height;paddle speed;ball speed;paddle length;ball size;time;paddle distance;ballHits;ballBounces;amount of bricks;win/lose;type of personality;playerAPM;playerReactionTime;playerPaddleSafety;GEQ - content;GEQ - skillful;GEQ - occupied;GEQ - difficulty;satisfaction
6;4.486475;22.67453;8.702806;28.49766;2;1.639999;27.79734;0;3;25;0;2;397.9774;0.005428081;1.258794;3;2;3;1;8
7;3.025171;23.16354;9.527677;30;2.436252;13.82013;239.2997;5;15;18;0;2;397.9774;0.005428081;1.258794;4;3;4;3;13.25
8;4.030677;15;2;30;6;41.50076;431.1347;8;22;11;0;2;397.9774;0.005428081;1.258794;5;2;4;2;11.25
9;1.404199;15;2;30;4.11326;10.28005;108.9;3;4;25;0;2;397.9774;0.005428081;1.258794;3;1;2;2;7.25
10;5;15;3.25643;30;2;71.56001;650.5004;9;29;15;0;2;397.9774;0.005428081;1.258794;3;1;3;3;9
1;1;35;2.778901;10;4.259452;20.22027;650.6998;8;8;22;0;3;194.3887;0.0321772;1.001356;2;1;3;3;9
2;4.273879;15;4.268253;21.69373;2;3.179998;47.80001;0;2;26;0;3;194.3887;0.0321772;1.001356;3;4;1;1;9.25
3;1.164886;15;12;30;5.210081;0.58;13.9;0;3;25;0;3;194.3887;0.0321772;1.001356;3;4;1;2;9.75
4;4.330069;22.07884;11.02946;25.50919;5.113702;12.24009;245.3817;3;13;22;0;3;194.3887;0.0321772;1.001356;3;4;1;3;10.25
5;4.738065;15;4.981923;21.42741;5.823393;10.64005;137.8026;2;9;22;0;3;194.3887;0.0321772;1.001356;3;4;1;3;10.25
6;3.761421;15;7.030576;30;3.918777;1.719999;22.7;0;3;25;0;3;194.3887;0.0321772;1.001356;3;4;1;2;9.75
7;4.03581;20.50448;2.655537;30;2;39.56071;651.0972;5;14;20;0;3;194.3887;0.0321772;1.001356;3;3;2;2;10.25
8;4.059711;15;2;23.58219;2;31.18052;381.2595;6;15;20;0;3;194.3887;0.0321772;1.001356;3;2;2;2;9.5
9;1;15;2;25.31047;2;3.439997;39.10001;0;2;26;0;3;194.3887;0.0321772;1.001356;3;4;1;1;9.25
10;4.877218;15;11.0497;30;2.271589;1.359999;21.9;0;2;26;0;3;194.3887;0.0321772;1.001356;3;4;1;1;9.25
1;4.220531;35;2;10;6;10.10004;307.4;8;2;26;0;5;458.9761;0.006679907;1.126815;1;0;3;4;7.25
2;3.905751;15;6.702633;30;2;1.959999;32.9;0;2;26;0;5;458.9761;0.006679907;1.126815;2;2;0;2;5.5
3;4.149994;27.72103;12;30;6;19.18025;416.8118;7;21;20;0;5;458.9761;0.006679907;1.126815;1;0;4;5;9
4;5;21.77535;2.374549;28.81714;6;79.81862;1443.245;30;36;11;0;5;458.9761;0.006679907;1.126815;3;1;4;5;12.75
5;2.101313;15;11.8491;14.77897;3.984109;0.7799998;12.88696;0;2;26;0;5;458.9761;0.006679907;1.126815;2;2;0;2;5.5
6;3.690211;17.41304;9.933467;30;4.688367;12.00008;152.382;2;12;23;0;5;458.9761;0.006679907;1.126815;2;2;1;4;7.75
7;4.21256;15;3.08451;30;4.172036;9.260022;97.70696;1;4;25;0;5;458.9761;0.006679907;1.126815;2;2;0;4;6.5
8;2.609697;17.5166;12;30;3.974637;0.8599997;15.5583;0;2;26;0;5;458.9761;0.006679907;1.126815;2;2;0;2;5.5
9;3.608579;24.12223;4.117009;30;3.618973;16.9002;363.6088;2;8;23;0;5;458.9761;0.006679907;1.126815;2;2;1;4;7.75
10;4.192038;15;2;30;2.467691;61.08121;581.9898;11;25;16;0;5;458.9761;0.006679907;1.126815;2;2;4;4;11.5
1;2.727186;35;3.839497;10;6;2.459998;82.79998;0;2;26;0;4;172.931;0.009915123;1.261978;3;2;1;1;7.5
2;2.594733;19.40373;2;30;2;14.00013;202.6531;4;11;20;0;4;172.931;0.009915123;1.261978;3;2;2;5;12
3;1.058998;15;8.969381;30;2.162488;0.8199998;6.202729;0;2;26;0;4;172.931;0.009915123;1.261978;3;3;1;1;9
4;2.031788;28.87039;7.431106;30;3.934011;1.159999;30.61927;0;2;26;0;4;172.931;0.009915123;1.261978;3;2;1;1;7.5
5;2.87719;15;3.059017;30;2.016735;3.159998;44.9226;0;3;25;0;4;172.931;0.009915123;1.261978;3;2;1;2;8.5
6;3.393074;15;12;30;2.167302;1.04;7.59667;0;2;26;0;4;172.931;0.009915123;1.261978;3;3;1;1;9
7;3.753559;15;12;30;3.319952;1.04;16.2;0;3;25;0;4;172.931;0.009915123;1.261978;3;2;1;2;8.5
8;5;25.62141;12;30;2;31.72054;685.489;7;37;16;0;4;172.931;0.009915123;1.261978;4;1;3;4;11
9;5;15;4.161522;10;2.897122;3.599997;49.80116;0;3;26;0;4;172.931;0.009915123;1.261978;3;2;1;1;7.5
10;2.543631;15;12;30;5.159304;2.239999;27.30001;2;6;24;0;4;172.931;0.009915123;1.261978;3;2;3;3;10.5
1;2.440312;32.97993;2;10;3.203182;4.659997;145.713;0;2;26;0;6;380.905;0.009417377;1.263968;2;2;0;2;5.5
2;5;15;10.03677;30;5.052948;1.479999;12.68482;0;3;26;0;6;380.905;0.009417377;1.263968;2;3;0;2;6.25
3;3.074507;15.63086;2;30;2.141878;22.00031;205.7316;5;12;20;0;6;380.905;0.009417377;1.263968;2;2;4;5;12
4;2.947119;15;2;14.77367;2;8.74001;53.64068;1;5;24;0;6;380.905;0.009417377;1.263968;2;3;1;4;8.5
5;4.077111;34.97211;12;30;3.194565;3.559997;118.2929;2;6;23;0;6;380.905;0.009417377;1.263968;2;2;2;4;9
6;3.729116;22.8417;3.397622;19.76272;5.008608;26.26041;434.8342;8;11;21;0;6;380.905;0.009417377;1.263968;1;0;4;5;9
7;4.798699;15;2;30;4.918342;32.90056;259.466;8;19;15;0;6;380.905;0.009417377;1.263968;4;3;4;5;15.75
8;4.980454;15;2.163807;30;6;44.20082;257.0998;8;13;20;0;6;380.905;0.009417377;1.263968;2;1;4;4;10.75
9;4.641493;15;2;30;3.786567;68.40054;500.9998;19;39;7;0;6;380.905;0.009417377;1.263968;3;2;4;5;13.5
10;5;15;11.70756;30;5.201149;1.259999;21.5;0;4;25;0;6;380.905;0.009417377;1.263968;2;2;0;3;6
1;1.050739;35;6.388518;13.94345;2.084542;11.38007;397.5;4;11;21;0;1;214.7455;0.03755155;1.075172;2;2;2;5;9.5
2;1.856821;17.19401;2;22.09478;6;11.66008;145.6571;5;11;21;0;1;214.7455;0.03755155;1.075172;2;1;4;5;11.25
3;5;15;5.041256;30;2;37.18066;406.6968;6;23;16;0;1;214.7455;0.03755155;1.075172;5;3;4;4;16.75
4;4.221517;15;2.631015;30;3.1738;13.66012;154.3;2;6;24;0;1;214.7455;0.03755155;1.075172;2;2;0;4;6.5
5;1.798132;15;2;30;4.70197;13.50012;176.1;3;6;23;0;1;214.7455;0.03755155;1.075172;2;2;1;4;7.75
6;2.841099;15;2;30;2;5.299996;62.10002;0;2;26;0;1;214.7455;0.03755155;1.075172;1;2;0;3;4.5
7;5;15;3.786453;30;5.486041;40.92075;425.7;11;21;18;0;1;214.7455;0.03755155;1.075172;5;1;4;5;15.75
8;2.868105;15;2;28.45828;3.000242;15.36016;208.3;3;9;22;0;1;214.7455;0.03755155;1.075172;2;2;3;4;10.25
9;4.715374;16.61887;10.20508;30;6;6.759995;97.92302;3;10;23;0;1;214.7455;0.03755155;1.075172;1;2;3;5;9.25
10;5;15;10.39955;24.29535;3.348455;16.70019;231.6712;2;16;20;0;1;214.7455;0.03755155;1.075172;2;2;2;4;9
1;2.820262;35;5.778924;10;4.749677;1.719999;32.3;0;2;26;0;2;397.4984;0.009796236;1.207537;3;2;3;1;8
2;3.295421;29.43538;12;30;2;0.9999996;30.72572;0;2;26;0;2;397.4984;0.009796236;1.207537;3;2;3;1;8
3;1.836023;35;3.995323;30;3.393245;2.039999;68.37415;0;2;26;0;2;397.4984;0.009796236;1.207537;3;2;3;1;8
4;1.369145;28.86412;3.381388;30;2.424567;2.279999;70.00615;0;2;26;0;2;397.4984;0.009796236;1.207537;3;2;3;1;8
5;4.450538;22.47188;10.62263;27.10443;4.762353;4.759996;102.6396;2;6;24;0;2;397.4984;0.009796236;1.207537;3;2;4;2;9.75
6;3.763242;15;7.539997;30;2;23.98036;220.4359;3;16;21;0;2;397.4984;0.009796236;1.207537;2;2;3;2;8.5
7;3.283564;15;2;20.86439;2.234904;5.739995;68.8;0;2;26;0;2;397.4984;0.009796236;1.207537;3;2;3;2;9.25
8;4.887789;15;9.111592;30;2.433073;13.22011;167;4;13;20;0;2;397.4984;0.009796236;1.207537;3;3;4;3;12.5
9;1.787455;15;2;30;4.72457;15.42016;156.3;6;8;22;0;2;397.4984;0.009796236;1.207537;2;1;3;2;7
10;5;16.80466;2;30;3.169307;21.76031;251.6364;3;8;23;0;2;397.4984;0.009796236;1.207537;3;2;4;1;8.5
1;1;35;2;10;2.804786;9.220021;298.2106;3;5;24;0;3;190.6231;0.03504384;1.054185;2;1;2;3;7.75
2;3.860017;15;4.532892;26.86148;2.203744;8.420003;89.00002;2;5;24;0;3;190.6231;0.03504384;1.054185;3;4;1;2;9.75
3;5;15;2;30;2.483688;7.419994;79.30003;0;3;26;0;3;190.6231;0.03504384;1.054185;3;4;1;2;9.75
4;2.030959;23.51134;10.37866;30;2;0.8999997;24.52427;0;2;26;0;3;190.6231;0.03504384;1.054185;3;4;1;1;9.25
5;3.13112;15;9.408545;30;3.322552;1.199999;19.62978;0;3;26;0;3;190.6231;0.03504384;1.054185;3;4;1;1;9.25
6;4.593908;17.4365;12;16.87536;2;1.199999;19.17762;0;3;26;0;3;190.6231;0.03504384;1.054185;3;4;1;1;9.25
7;3.858507;35;12;30;2.580665;1.08;22.05428;0;2;26;0;3;190.6231;0.03504384;1.054185;3;4;1;1;9.25
8;2.209507;15;12;30;3.491444;0.7799998;19.36397;0;3;25;0;3;190.6231;0.03504384;1.054185;3;4;1;2;9.75
9;5;25.67406;7.55612;30;2;1.999999;43.1616;0;2;26;0;3;190.6231;0.03504384;1.054185;3;4;1;1;9.25
10;1.855404;33.19823;6.654972;30;2;1.339999;47.23912;0;2;26;0;3;190.6231;0.03504384;1.054185;3;4;1;1;9.25
1;3.133237;35;2;10;6;36.96066;1264.078;7;11;21;0;5;388.7137;0.009281365;1.062838;2;0;3;4;8.75
2;1;15;2.645383;10;2.389419;15.60017;175.6;4;9;22;0;5;388.7137;0.009281365;1.062838;2;1;4;5;11.25
3;3.777227;15;2;30;4.894087;57.28112;612.2006;11;24;15;0;5;388.7137;0.009281365;1.062838;2;1;4;4;10.75
4;3.053422;15;2;25.16413;2;54.28105;560.3001;8;26;14;0;5;388.7137;0.009281365;1.062838;4;2;3;4;13.25
5;4.4513;15;4.34724;17.51769;2.913495;6.379995;76.10002;1;5;25;0;5;388.7137;0.009281365;1.062838;2;2;0;4;6.5
6;4.239145;15;2.701602;21.53156;4.177427;14.66015;163.9;2;6;24;0;5;388.7137;0.009281365;1.062838;2;2;0;4;6.5
7;5;15;2.985679;30;2;4.999996;66.20003;0;3;26;0;5;388.7137;0.009281365;1.062838;2;2;0;2;5.5
8;5;35;11.76797;25.53046;2;5.799995;215.9;1;6;25;0;5;388.7137;0.009281365;1.062838;2;2;0;4;6.5
9;5;15;7.155458;30;5.615985;2.019999;30.50001;0;2;26;0;5;388.7137;0.009281365;1.062838;2;2;0;2;5.5
10;1;17.58838;12;20.20757;2;0.6;8.894195;0;2;26;0;5;388.7137;0.009281365;1.062838;2;2;0;2;5.5
1;1;33.69611;3.242184;12.43233;2.272642;2.079999;57.07054;0;2;26;0;1;172.5737;0.03319016;1.161863;1;2;0;2;4
2;3.941683;19.99983;9.278336;27.8218;2.194881;1.439999;45.26512;0;2;26;0;1;172.5737;0.03319016;1.161863;1;2;0;2;4
3;2.98024;15;12;28.62823;2;0.9599996;16.19991;0;2;26;0;1;172.5737;0.03319016;1.161863;1;2;0;2;4
4;4.65406;26.3572;12;28.14806;3.620164;5.779995;118.8572;2;9;23;0;1;172.5737;0.03319016;1.161863;1;2;2;5;8
5;3.859063;15;2;30;4.031341;5.999995;69.83432;0;3;25;0;1;172.5737;0.03319016;1.161863;1;2;0;4;5
6;2.931246;25.74286;5.669166;30;2;1.919999;35.69944;0;3;26;0;1;172.5737;0.03319016;1.161863;1;2;0;2;4
7;3.161878;26.06423;2;30;2.076219;22.78033;334.2518;3;7;22;0;1;172.5737;0.03319016;1.161863;3;2;1;4;9.25
8;1.478317;15;5.760269;16.15636;2.242588;2.719998;32.65744;1;4;25;0;1;172.5737;0.03319016;1.161863;1;2;1;4;6.25
9;4.187875;15.1365;12;25.22886;2;1.159999;22.8365;0;3;25;0;1;172.5737;0.03319016;1.161863;1;2;0;3;4.5
10;4.544242;20.83448;12;30;2;1.199999;19.22634;0;4;25;0;1;172.5737;0.03319016;1.161863;1;2;0;3;4.5
1;1;35;6.585165;10;2;1.08;46.06662;0;2;26;0;2;397.9774;0.005428081;1.258794;3;2;3;1;8
2;1.091296;17.42981;12;30;3.830894;27.38044;384.9123;15;37;6;0;2;397.9774;0.005428081;1.258794;5;2;4;3;12.5
3;4.505747;15;2.539367;30;2.910311;25.14038;210.971;4;9;22;0;2;397.9774;0.005428081;1.258794;2;1;2;1;5.25
4;5;15;3.562264;23.62291;2;23.84035;233.3999;2;8;23;0;2;397.9774;0.005428081;1.258794;2;2;3;2;8.5
5;4.05008;15;4.067615;30;3.030948;18.70024;184.5;4;10;21;0;2;397.9774;0.005428081;1.258794;2;3;2;1;8.25
6;1.379283;19.29099;2.685978;30;4.343822;17.38021;250.0463;4;8;22;0;2;397.9774;0.005428081;1.258794;3;0;2;1;4.5
7;2.70696;15;12;27.89361;4.574196;0.8599997;13.86041;0;2;26;0;2;397.9774;0.005428081;1.258794;3;2;3;1;8
8;2.456819;28.72969;2.695816;29.3938;5.308798;28.98047;717.0306;8;15;19;0;2;397.9774;0.005428081;1.258794;3;0;3;2;6.25
9;2.16203;15;6.096353;10;2.880568;1.539999;32.29512;0;2;26;0;2;397.9774;0.005428081;1.258794;3;2;3;1;8
10;5;25.69156;7.768528;30;6;4.219997;86.17623;1;5;24;0;2;397.9774;0.005428081;1.258794;3;2;3;1;8
1;1;15;2;10;4.137484;3.219998;44.94579;0;2;26;0;3;194.3887;0.0321772;1.001356;3;4;1;1;9.25
2;2.05586;15;3.864167;30;2.119114;5.799995;80.40002;1;5;24;0;3;194.3887;0.0321772;1.001356;3;4;1;3;10.25
3;2.728871;15;12;30;4.510187;0.8599997;13.7;0;2;26;0;3;194.3887;0.0321772;1.001356;3;4;1;1;9.25
4;5;15.7351;12;30;2;1.279999;16.3351;0;3;25;0;3;194.3887;0.0321772;1.001356;3;4;1;2;9.75
5;1;29.19322;12;30;3.06987;0.6;17.31486;0;2;26;0;3;194.3887;0.0321772;1.001356;3;4;1;1;9.25
6;2.151144;28.80322;6.265234;29.97574;4.656715;3.679997;115.205;2;5;23;0;3;194.3887;0.0321772;1.001356;3;3;2;2;10.25
7;4.431645;15;2.804626;30;2;32.88056;401.193;4;12;22;0;3;194.3887;0.0321772;1.001356;3;3;2;3;10.75
8;4.826155;15;2;18.59433;2;27.40044;267.0999;2;8;24;0;3;194.3887;0.0321772;1.001356;3;3;1;3;9.5
9;1.955219;15;2;30;2.989172;11.38007;156.3;1;4;25;0;3;194.3887;0.0321772;1.001356;3;4;1;3;10.25
10;5;15;5.063119;21.35123;4.060421;5.559996;65.10002;2;5;25;0;3;194.3887;0.0321772;1.001356;3;4;2;3;11.5
1;1;35;12;10;6;1.499999;37.19999;2;4;25;0;5;458.9761;0.006679907;1.126815;2;2;2;4;9
2;2.408556;22.89517;11.09043;22.49432;2.761097;0.8799997;23.03194;0;2;26;0;5;458.9761;0.006679907;1.126815;2;2;0;2;5.5
3;5;19.64417;12;30;3.168482;3.759997;66.9159;1;5;25;0;5;458.9761;0.006679907;1.126815;2;2;1;4;7.75
4;3.945096;17.56429;12;30;4.97196;1.06;18.60061;0;3;25;0;5;458.9761;0.006679907;1.126815;2;2;0;3;6
5;2.533877;15;10.44847;30;5.07153;6.319995;73.93482;2;8;23;0;5;458.9761;0.006679907;1.126815;2;2;1;5;8.25
6;4.883089;15;12;21.25855;4.604752;17.0002;220.0999;3;16;22;0;5;458.9761;0.006679907;1.126815;2;2;2;4;9
7;5;15;11.91507;30;2;6.699995;82.20002;2;7;24;0;5;458.9761;0.006679907;1.126815;2;2;1;5;8.25
8;5;15;3.725446;12.99257;2.525634;3.979997;46.4;0;2;26;0;5;458.9761;0.006679907;1.126815;2;2;0;2;5.5
9;4.860045;31.01984;10.54435;30;2;1.419999;44.67253;0;2;26;0;5;458.9761;0.006679907;1.126815;2;2;0;2;5.5
10;3.684107;19.64989;5.99368;30;2;6.319995;95.24057;2;5;23;0;5;458.9761;0.006679907;1.126815;2;2;1;5;8.25
1;3.272491;35;2;10;2.756345;5.559996;184.1039;0;3;25;0;4;172.931;0.009915123;1.261978;3;2;1;3;9.5
2;4.905969;15;2;30;6;16.58019;184.8999;5;4;25;0;4;172.931;0.009915123;1.261978;1;0;3;5;7.5
3;5;15;9.120698;30;2;1.679999;26.9;0;2;26;0;4;172.931;0.009915123;1.261978;3;2;1;1;7.5
4;2.543406;15;12;30;2.242168;24.90038;309.0999;8;44;5;0;4;172.931;0.009915123;1.261978;4;3;5;5;16
5;3.742117;15;2.9917;24.07026;2;11.26007;91.30002;3;7;23;0;4;172.931;0.009915123;1.261978;3;2;3;5;12.5
6;4.6684;15;2;30;2.966022;33.32057;250.8999;5;9;23;0;4;172.931;0.009915123;1.261978;1;1;1;4;7
7;5;15;7.13657;30;3.755919;4.939996;69.40002;1;4;25;0;4;172.931;0.009915123;1.261978;3;2;1;2;8.5
8;5;21.98633;10.11098;13.00675;4.232247;1.439999;23.06168;0;2;26;0;4;172.931;0.009915123;1.261978;3;2;1;1;7.5
9;2.695707;23.91536;12;29.16293;6;0.8199998;20.26629;0;2;26;0;4;172.931;0.009915123;1.261978;3;2;1;1;7.5
10;3.849722;15.62313;12;30;2;9.100019;111.1247;2;11;22;0;4;172.931;0.009915123;1.261978;3;2;1;3;9.5
1;2.28125;35;3.24133;10;6;3.099998;107.7477;2;2;26;0;6;380.905;0.009417377;1.263968;2;1;2;3;7.75
2;1;15;8.155025;30;4.736566;7.679994;69.10002;6;12;19;0;6;380.905;0.009417377;1.263968;3;3;4;5;14.25
3;1;15;8.875145;30;2;1.579999;22.4;1;3;25;0;6;380.905;0.009417377;1.263968;2;2;2;4;9
4;1;16.24561;12;30;2;3.479997;50.31894;1;5;25;0;6;380.905;0.009417377;1.263968;2;2;1;4;7.75
5;3.844101;15;12;30;6;22.36032;315.2757;7;32;16;0;6;380.905;0.009417377;1.263968;3;2;4;5;13.5
6;3.741798;15;2.92103;30;2;15.30016;135.4;3;8;23;0;6;380.905;0.009417377;1.263968;2;3;2;4;9.75
7;5;15.05475;2;30;3.180832;177.9412;1290.648;29;65;1;0;6;380.905;0.009417377;1.263968;2;2;4;4;11.5
8;3.916475;15.60954;2;20.96272;5.682765;847.2442;8895.83;1683;4;25;0;6;380.905;0.009417377;1.263968;1;0;4;5;9
9;2.603535;17.55466;3.227159;10;2;3.179998;37.84292;0;2;26;0;6;380.905;0.009417377;1.263968;2;2;0;2;5.5
10;2.024353;29.62582;4.596454;17.7963;2;12.26009;287.705;2;8;23;0;6;380.905;0.009417377;1.263968;2;2;0;4;6.5
1;3.922155;35;3.263825;10;4.782065;3.279998;83.88297;0;3;25;0;1;214.7455;0.03755155;1.075172;1;2;0;3;4.5
2;4.437554;15;2;30;3.602805;30.2205;356.1;4;9;22;0;1;214.7455;0.03755155;1.075172;4;1;3;4;12.5
3;2.488676;15;2;16.38913;3.527893;13.58012;177.3;7;4;25;0;1;214.7455;0.03755155;1.075172;2;0;3;5;9.25
4;1;15;5.593222;30;3.535163;1.199999;16.7;0;2;26;0;1;214.7455;0.03755155;1.075172;1;2;0;2;4
5;1.997969;28.35993;11.12455;30;2;0.8399997;15.64238;0;2;26;0;1;214.7455;0.03755155;1.075172;1;2;0;2;4
6;1.839231;18.42395;12;29.32694;2.380136;8.380002;141.0918;2;10;23;0;1;214.7455;0.03755155;1.075172;1;2;1;5;6.75
7;5;15;7.745801;21.88721;6;4.659997;43.26849;1;5;24;0;1;214.7455;0.03755155;1.075172;1;3;1;3;6.5
8;1.06913;15;2.8839;27.96905;2;8.880013;110.5;2;6;23;0;1;214.7455;0.03755155;1.075172;1;2;1;5;6.75
9;1;15;9.442865;30;2;6.999994;72.20003;3;10;22;0;1;214.7455;0.03755155;1.075172;1;2;3;5;9.25
10;4.549257;15;3.025745;30;3.100052;4.579997;61.2;0;3;25;0;1;214.7455;0.03755155;1.075172;1;2;0;3;4.5
1;1.256128;33.54732;2;10;2;9.780034;334.6907;1;4;25;0;2;397.4984;0.009796236;1.207537;3;2;3;2;9.25
2;3.261679;15;8.011045;30;2;1.459999;26.35474;0;2;26;0;2;397.4984;0.009796236;1.207537;3;2;3;1;8
3;1;18.87245;11.03734;30;2;7.879993;117.2171;2;8;24;0;2;397.4984;0.009796236;1.207537;3;2;4;3;11
4;1.914428;15;5.066047;30;5.314301;1.379999;23.42347;0;3;25;0;2;397.4984;0.009796236;1.207537;3;2;3;1;8
5;5;15;4.205058;30;2;12.04009;113.3451;2;6;24;0;2;397.4984;0.009796236;1.207537;2;2;2;2;8
6;1.928882;15;8.152725;28.6708;6;7.699994;103.7;4;9;22;0;2;397.4984;0.009796236;1.207537;3;2;3;2;9.25
7;2.26111;15;3.221651;30;3.835228;15.48016;138.5;4;12;20;0;2;397.4984;0.009796236;1.207537;2;3;4;3;11.75
8;2.864354;15;8.631083;30;6;1.459999;23;1;3;26;0;2;397.4984;0.009796236;1.207537;3;3;4;2;11.25
9;1;15;12;30;2;5.899995;73.80003;5;10;21;0;2;397.4984;0.009796236;1.207537;3;1;2;2;7.25
10;3.88698;15;5.549061;30;2;2.339998;28.3;0;3;26;0;2;397.4984;0.009796236;1.207537;3;2;3;1;8
1;2.336644;35;3.66208;10;2;2.659998;96.09999;0;2;26;0;3;190.6231;0.03504384;1.054185;3;4;1;1;9.25
2;1;15;2;30;5.810275;6.759995;98.70003;1;5;24;0;3;190.6231;0.03504384;1.054185;3;4;1;3;10.25
3;3.851828;15;4.578037;30;2.772898;14.54014;171.5;4;7;22;0;3;190.6231;0.03504384;1.054185;2;2;2;3;8.5
4;1.372779;15;2;11.75486;3.212765;3.679997;48.70001;0;2;26;0;3;190.6231;0.03504384;1.054185;3;4;1;1;9.25
5;3.324858;15;3.873412;30;2;3.039998;44.7;0;2;26;0;3;190.6231;0.03504384;1.054185;3;4;1;1;9.25
6;4.956527;15;8.051403;30;6;3.939997;37.70001;1;5;25;0;3;190.6231;0.03504384;1.054185;3;4;1;3;10.25
7;1.526619;15;6.899872;30;2.376534;3.359998;35.90001;2;6;23;0;3;190.6231;0.03504384;1.054185;3;5;2;3;12.25
8;1;15;12;30;2.774879;0.6;12.8;0;2;26;0;3;190.6231;0.03504384;1.054185;3;4;1;1;9.25
9;2.159745;16.52213;8.06873;30;2.246508;1.14;24.69611;0;3;25;0;3;190.6231;0.03504384;1.054185;3;4;1;2;9.75
10;1;24.8381;6.968019;30;3.909966;4.879996;107.5318;3;8;21;0;3;190.6231;0.03504384;1.054185;3;5;2;2;11.75
1;1;25.67735;2;10;5.473847;9.900037;228.7032;10;3;25;0;5;388.7137;0.009281365;1.062838;1;0;3;5;7.75
2;2.747093;15;7.634686;26.11807;6;3.619997;36.61676;1;5;24;0;5;388.7137;0.009281365;1.062838;2;2;1;4;7.75
3;2.759099;15;10.6981;30;2;1.02;10.9;0;2;26;0;5;388.7137;0.009281365;1.062838;2;2;0;2;5.5
4;4.003142;15;12;30;2;1.12;16.5;0;3;26;0;5;388.7137;0.009281365;1.062838;2;2;0;2;5.5
5;1;15.19984;12;30;5.805764;4.519997;60.39132;2;10;23;0;5;388.7137;0.009281365;1.062838;2;2;3;4;10.25
6;3.414189;15;7.757309;24.46821;2.882274;1.539999;21.07202;0;4;25;0;5;388.7137;0.009281365;1.062838;2;2;0;3;6
7;1.184748;15.1218;12;30;2;3.899997;63.09731;1;5;25;0;5;388.7137;0.009281365;1.062838;2;2;1;4;7.75
8;2.469229;15;9.966455;30;2.113692;1.02;11.57551;0;2;26;0;5;388.7137;0.009281365;1.062838;2;2;0;2;5.5
9;1;15;12;30;2.440426;0.6;6.895129;0;2;26;0;5;388.7137;0.009281365;1.062838;2;2;0;2;5.5
10;1;18.09755;12;30;5.650202;4.459997;59.26582;3;9;21;0;5;388.7137;0.009281365;1.062838;2;2;3;4;10.25
1;2.831488;35;2.863039;10;2;3.699997;108.3224;0;3;26;0;1;172.5737;0.03319016;1.161863;1;2;0;2;4
2;3.876668;15;2;30;2.910294;24.02036;240.6999;4;9;22;0;1;172.5737;0.03319016;1.161863;3;1;4;4;12.25
3;1.557405;15;2;30;6;38.9607;489.9999;47;2;26;0;1;172.5737;0.03319016;1.161863;4;0;4;4;13
4;2.788897;15;2.674781;29.46637;4.452097;3.739997;50.20001;0;3;25;0;1;172.5737;0.03319016;1.161863;1;2;0;3;4.5
5;2.560647;15;2.518231;30;5.0105;14.28014;147.7;3;8;23;0;1;172.5737;0.03319016;1.161863;2;2;1;4;7.75
6;3.677727;15;2;30;3.36042;6.019995;85.50003;0;2;26;0;1;172.5737;0.03319016;1.161863;1;2;0;3;4.5
7;1.21973;15;6.213033;30;2.796821;1.199999;18.4;0;3;25;0;1;172.5737;0.03319016;1.161863;1;2;0;3;4.5
8;4.229356;15;12;30;2;1.159999;19.2;0;3;26;0;1;172.5737;0.03319016;1.161863;1;2;0;2;4
9;1;15;2;30;2.413355;3.339998;49.50001;0;3;25;0;1;172.5737;0.03319016;1.161863;1;2;0;3;4.5
10;5;15;6.185084;30;3.616074;16.30018;174.4;2;10;22;0;1;172.5737;0.03319016;1.161863;2;2;2;4;9
1;4.128078;35;4.919298;10;6;2.519998;68.09999;0;3;26;0;2;397.9774;0.005428081;1.258794;3;2;3;1;8
2;2.591392;19.27604;9.632584;30;2;1.08;17.99188;0;2;26;0;2;397.9774;0.005428081;1.258794;3;2;3;1;8
3;2.037783;15;12;30;4.613214;0.7399998;11.31448;0;2;26;0;2;397.9774;0.005428081;1.258794;3;2;3;1;8
4;1;15;10.55949;29.06513;3.528325;0.6599999;10.36969;0;2;26;0;2;397.9774;0.005428081;1.258794;3;2;3;1;8
5;3.99683;18.28258;3.712197;30;3.353925;3.399997;58.69817;0;2;26;0;2;397.9774;0.005428081;1.258794;3;2;3;1;8
6;1.258063;15;8.445415;30;3.451697;0.8799997;8.27564;0;3;25;0;2;397.9774;0.005428081;1.258794;2;2;2;1;6.75
7;3.153307;15;11.51917;30;2.534309;0.9999996;13.57479;0;2;26;0;2;397.9774;0.005428081;1.258794;3;2;3;1;8
8;1;15;12;30;4.773426;6.299995;87.70004;3;12;22;0;2;397.9774;0.005428081;1.258794;3;3;4;3;12.5
9;5;15;3.866438;30;2;20.96029;228.4999;4;11;22;0;2;397.9774;0.005428081;1.258794;3;1;4;1;7
10;3.383636;15;2;30;3.092359;47.7009;427.0998;11;30;13;0;2;397.9774;0.005428081;1.258794;4;2;3;2;10
1;1;35;2;10;6;7.319994;158.2;2;4;25;0;3;194.3887;0.0321772;1.001356;2;2;2;3;8.5
2;3.132725;15;3.938472;30;5.683605;5.419996;62.40001;1;3;25;0;3;194.3887;0.0321772;1.001356;3;4;1;3;10.25
3;5;15;2.548998;30;2;23.60035;180;3;8;22;0;3;194.3887;0.0321772;1.001356;3;3;1;2;9
