session id;brick height;paddle speed;ball speed;paddle length;ball size;time;paddle distance;ballHits;ballBounces;amount of bricks;win/lose;type of personality;playerAPM;playerReactionTime;playerPaddleSafety;GEQ - content;GEQ - skillful;GEQ - occupied;GEQ - difficulty;satisfaction
6;2.055987;23.64743;10.92891;30;2.942976;1.759999;27.66628;1;4;24;0;5;458.9761;0.006679907;1.126815;2;2;2;4;9
7;5;15;4.401886;30;2.994543;25.32039;257.086;7;15;18;0;5;458.9761;0.006679907;1.126815;2;2;4;5;12
8;5;32.5168;2;28.935;3.326405;15.50016;456.4459;3;5;24;0;5;458.9761;0.006679907;1.126815;2;1;1;4;7
9;3.258996;15;2;30;4.008163;25.48039;228.5973;5;13;20;0;5;458.9761;0.006679907;1.126815;2;2;4;4;11.5
10;5;18.99655;4.042722;23.18842;2.718019;59.12116;871.8679;10;30;14;0;5;458.9761;0.006679907;1.126815;4;2;3;4;13.25
1;2.064692;35;3.060427;10;6;14.36014;427.778;4;6;24;0;4;172.931;0.009915123;1.261978;1;0;1;5;6.5
2;2.231215;15;2;20.05799;6;11.76008;154.6;2;8;22;0;4;172.931;0.009915123;1.261978;3;2;1;4;10.5
3;5;15;2.4849;30;2.686907;38.9807;407.1999;5;11;20;0;4;172.931;0.009915123;1.261978;3;0;2;4;8
4;5;15;7.632876;30;4.580962;1.939999;30.00001;0;2;26;0;4;172.931;0.009915123;1.261978;3;2;1;1;7.5
5;5;15.57907;2;20.60075;2;7.439994;86.22583;0;3;26;0;4;172.931;0.009915123;1.261978;3;2;1;2;8.5
6;5;25.44107;3.120584;18.23378;3.987703;4.679996;118.3003;0;2;26;0;4;172.931;0.009915123;1.261978;3;2;1;1;7.5
7;5;16.74924;2;30;4.748864;18.88024;273.5596;5;7;24;0;4;172.931;0.009915123;1.261978;1;0;2;5;7
8;5;15;2;30;6;26.62042;271.1402;7;11;20;0;4;172.931;0.009915123;1.261978;1;0;3;5;7.5
9;1.434482;15;2;21.67196;6;5.979995;66.40001;3;2;26;0;4;172.931;0.009915123;1.261978;1;0;2;3;5
10;1.913544;15;2;27.82106;5.230087;3.999997;54.4;0;2;26;0;4;172.931;0.009915123;1.261978;3;2;1;1;7.5
1;2.70923;15;2.776327;10;4.070129;3.559997;36.4;0;3;25;0;6;380.905;0.009417377;1.263968;2;2;0;3;6
2;5;22.94951;12;30;2;1.279999;20.15739;0;3;26;0;6;380.905;0.009417377;1.263968;2;2;0;2;5.5
3;5;15;2;30;2;51.34098;349.4561;10;20;13;0;6;380.905;0.009417377;1.263968;4;3;4;4;15.25
4;1.495669;15;2;30;6;42.32078;347.6999;15;24;11;0;6;380.905;0.009417377;1.263968;3;2;4;5;13.5
5;5;15;2;24.57859;5.781153;75.11941;284.8999;13;16;17;0;6;380.905;0.009417377;1.263968;3;2;4;4;13
6;2.611553;15;2;18.2673;6;10.02004;69.60002;7;4;25;0;6;380.905;0.009417377;1.263968;1;1;3;5;8.5
7;2.672358;15;6.686715;30;5.149479;12.88011;144.9;7;13;21;0;6;380.905;0.009417377;1.263968;1;0;4;5;9
8;3.162415;25.85204;3.876319;30;4.415515;11.40007;281.2859;3;8;23;0;6;380.905;0.009417377;1.263968;2;2;0;5;7
9;4.060889;15;2;30;6;37.62067;300.6385;9;18;18;0;6;380.905;0.009417377;1.263968;3;2;4;5;13.5
10;2.12606;15;2;27.43553;6;35.02061;284.8999;12;22;14;0;6;380.905;0.009417377;1.263968;3;2;4;5;13.5
1;1.204416;35;2.490746;10;5.7356;3.879997;98.49998;3;2;26;0;1;214.7455;0.03755155;1.075172;1;0;2;3;5.5
2;5;20.32727;2;17.13975;4.161804;19.54026;331.7766;7;4;25;0;1;214.7455;0.03755155;1.075172;2;0;3;5;9.25
3;5;15;8.286457;30;6;1.699999;31.94872;0;2;26;0;1;214.7455;0.03755155;1.075172;1;2;0;2;4
4;5;31.15231;12;30;5.507332;1.219999;14.73046;0;3;26;0;1;214.7455;0.03755155;1.075172;1;2;0;2;4
5;5;15;2;16.76571;4.466927;35.82063;367.2303;5;10;22;0;1;214.7455;0.03755155;1.075172;4;1;3;4;12.5
6;3.553885;15;2;30;5.292353;15.70017;180.5;2;6;23;0;1;214.7455;0.03755155;1.075172;2;2;1;4;7.75
7;1;15;2;30;6;22.18032;208.2;9;18;13;0;1;214.7455;0.03755155;1.075172;4;3;5;5;17
8;5;15;2;29.98864;4.678169;18.62024;242.3;7;5;24;0;1;214.7455;0.03755155;1.075172;2;0;3;5;9.25
9;5;15;2;30;6;49.26094;131.9;7;15;20;0;1;214.7455;0.03755155;1.075172;4;1;4;4;13.75
10;5;19.0076;6.001094;30;4.854611;13.60012;240.5225;4;12;19;0;1;214.7455;0.03755155;1.075172;3;3;3;5;13
1;1;35;2;18.39697;5.906016;13.74012;454.5627;10;5;24;0;2;397.4984;0.009796236;1.207537;2;1;2;2;6.5
2;3.348967;15;2;30;6;21.70031;222.1;2;6;24;0;2;397.4984;0.009796236;1.207537;3;2;4;2;9.75
3;5;31.13314;3.824808;28.43496;4.823467;3.759997;109.098;0;3;26;0;2;397.4984;0.009796236;1.207537;3;2;3;1;8
4;2.317923;33.52905;7.6315;30;3.364507;4.539997;136.5069;2;4;25;0;2;397.4984;0.009796236;1.207537;3;1;2;1;6
5;3.895712;28.66185;2;30;3.984494;57.16112;1405.46;9;15;17;0;2;397.4984;0.009796236;1.207537;3;0;2;2;5.75
6;1;15;2.970873;25.50504;5.672223;18.36023;173.4591;8;16;18;0;2;397.4984;0.009796236;1.207537;2;1;2;2;6.5
7;3.088301;34.70612;11.43777;28.51078;5.856843;0.8999997;24.91779;0;3;25;0;2;397.4984;0.009796236;1.207537;3;2;3;1;8
8;5;35;6.847534;26.62782;2.869812;9.880036;299.8118;2;8;24;0;2;397.4984;0.009796236;1.207537;3;2;3;2;9.25
9;5;15;2.152463;30;5.860219;41.52076;421.7998;7;23;17;0;2;397.4984;0.009796236;1.207537;4;1;4;3;10.25
10;4.280711;15;2.773708;30;6;7.819993;74.80002;1;4;25;0;2;397.4984;0.009796236;1.207537;2;2;2;2;8
1;1.517521;35;2.023404;13.1347;4.924573;9.560029;281.5001;1;4;25;0;3;190.6231;0.03504384;1.054185;3;4;1;3;10.25
2;1.44757;15;2;23.87959;2;3.899997;57.90002;0;2;26;0;3;190.6231;0.03504384;1.054185;3;4;1;1;9.25
3;3.661076;17.38551;6.679537;15.84438;2;1.879999;26.81874;0;2;26;0;3;190.6231;0.03504384;1.054185;3;4;1;1;9.25
4;5;25.29989;5.35198;18.77885;2;2.799998;43.42251;0;2;26;0;3;190.6231;0.03504384;1.054185;3;4;1;1;9.25
5;2.43869;32.91818;6.788183;30;3.835304;1.419999;60.66723;0;3;26;0;3;190.6231;0.03504384;1.054185;3;4;1;1;9.25
6;4.997929;16.47649;2;30;2;61.74122;757.918;9;25;17;0;3;190.6231;0.03504384;1.054185;4;3;2;2;11.75
7;2.216742;15;2;29.35948;2.995578;12.5801;123.2296;2;4;25;0;3;190.6231;0.03504384;1.054185;2;1;0;2;4.75
8;3.083717;15;2.524297;30;2.501754;8.199998;99.30002;1;3;25;0;3;190.6231;0.03504384;1.054185;3;4;1;3;10.25
9;5;25.73907;6.382533;30;2.297228;17.82022;427.8254;4;14;22;0;3;190.6231;0.03504384;1.054185;3;3;2;3;10.75
10;1;15;2;10;5.957606;7.939993;89.53563;3;5;24;0;3;190.6231;0.03504384;1.054185;2;2;2;3;8.5
1;3.070307;16.57586;2;10;6;5.099996;65.2373;1;3;26;0;5;388.7137;0.009281365;1.062838;2;2;1;3;7.25
2;3.280917;15;2.252369;30;2;14.12013;156.5207;4;9;22;0;5;388.7137;0.009281365;1.062838;2;1;3;5;10
3;5;15;2.186631;30;2;40.24073;450.6998;5;8;22;0;5;388.7137;0.009281365;1.062838;3;1;2;4;9.75
4;5;15;2;30;6;38.68069;433.9998;12;26;12;0;5;388.7137;0.009281365;1.062838;3;1;4;5;12.75
5;5;15;2;30;4.166259;19.18025;251.6;6;4;25;0;5;388.7137;0.009281365;1.062838;1;0;3;5;7.75
6;2.245574;15;2;23.58565;3.266996;4.559997;61.10002;0;2;26;0;5;388.7137;0.009281365;1.062838;2;2;0;2;5.5
7;4.772957;29.02505;2.823227;19.62181;2;5.139996;132.8568;0;3;26;0;5;388.7137;0.009281365;1.062838;2;2;0;3;6
8;5;15;6.285231;13.32691;5.990737;23.92036;257.9194;7;16;20;0;5;388.7137;0.009281365;1.062838;1;0;4;5;9
9;1;15;2;24.28486;2.019342;3.459997;35.2;0;2;26;0;5;388.7137;0.009281365;1.062838;2;2;0;2;5.5
10;5;23.53118;2;30;2.494742;7.439994;151.9239;0;3;26;0;5;388.7137;0.009281365;1.062838;2;2;0;3;6
1;3.648415;15.63586;2;10;5.318369;5.739995;93.98854;0;2;26;0;1;172.5737;0.03319016;1.161863;1;2;0;3;4.5
2;3.370146;30.30243;2;30;4.163687;23.16034;583.5758;4;8;22;0;1;172.5737;0.03319016;1.161863;3;1;2;4;9.75
3;3.731077;15;7.581705;23.99825;3.575496;1.639999;30.2121;0;2;26;0;1;172.5737;0.03319016;1.161863;1;2;0;2;4
4;3.759737;15.12191;4.602695;30;2;15.40016;181.3126;5;12;20;0;1;172.5737;0.03319016;1.161863;2;1;4;5;11.25
5;5;15;12;19.74404;2.874147;1.259999;21.8;0;2;26;0;1;172.5737;0.03319016;1.161863;1;2;0;2;4
6;3.231757;17.96142;2;30;3.519168;82.71813;540.7135;9;45;7;0;1;172.5737;0.03319016;1.161863;5;4;4;4;17.5
7;5;15;2;30;6;66.2209;729.5489;20;32;13;0;1;172.5737;0.03319016;1.161863;5;1;4;5;15.75
8;1;15;5.359476;17.93737;2.58863;4.179997;62.50002;1;4;25;0;1;172.5737;0.03319016;1.161863;1;2;1;4;6.25
9;3.585122;15;9.464874;30;2.369537;1.319999;20.6;0;2;26;0;1;172.5737;0.03319016;1.161863;1;2;0;2;4
10;4.396165;15.09765;4.804945;19.98979;2;2.859998;30.94843;0;3;26;0;1;172.5737;0.03319016;1.161863;1;2;0;2;4
1;1;15;8.329236;10;6;1.419999;24.52929;1;4;24;0;2;397.9774;0.005428081;1.258794;3;3;4;2;11.25
2;2.428843;35;6.1321;10;2;1.599999;47.92929;0;2;26;0;2;397.9774;0.005428081;1.258794;3;2;3;1;8
3;2.259149;15;2;30;2.587808;78.77879;771.2007;14;34;7;0;2;397.9774;0.005428081;1.258794;4;1;2;2;8
4;3.181998;15;2;27.93219;2.650118;15.14016;167.4;3;7;23;0;2;397.9774;0.005428081;1.258794;3;2;3;1;8
5;5;15;4.723449;24.39264;2;18.34023;143.1001;4;13;19;0;2;397.9774;0.005428081;1.258794;3;3;3;2;10.75
6;5;15;2;30;3.954723;25.7004;303.4999;2;6;24;0;2;397.9774;0.005428081;1.258794;3;2;4;2;9.75
7;5;15;6.667993;30;6;38.56069;473.2999;11;30;13;0;2;397.9774;0.005428081;1.258794;5;2;5;3;13
8;2.992453;15;2;23.17724;2.726587;22.98034;258.9;5;8;22;0;2;397.9774;0.005428081;1.258794;3;0;2;1;4.5
9;1.919805;15;2;30;6;27.04043;272.8;7;9;21;0;2;397.9774;0.005428081;1.258794;2;1;3;2;7
10;5;15;5.042423;30;6;24.76038;234.6;5;16;21;0;2;397.9774;0.005428081;1.258794;2;2;3;2;8.5
1;2.711156;30.40346;2;10;5.161201;8.760011;253.9631;1;4;25;0;3;194.3887;0.0321772;1.001356;3;4;1;3;10.25
2;3.90709;15;2.438958;30;6;53.40103;611.1614;17;27;15;0;3;194.3887;0.0321772;1.001356;3;2;4;3;12.5
3;1.839604;15;2;29.83312;6;26.08041;363.6998;7;13;17;0;3;194.3887;0.0321772;1.001356;3;1;3;3;10.5
4;1.575376;15;2;30;6;11.44007;158;3;5;24;0;3;194.3887;0.0321772;1.001356;2;1;2;3;7.75
5;4.880726;15;11.76042;30;6;5.459996;64.50002;2;7;24;0;3;194.3887;0.0321772;1.001356;3;5;2;4;12.75
6;4.677562;15;2.983326;21.94414;3.884887;30.2605;362.3999;8;14;20;0;3;194.3887;0.0321772;1.001356;2;2;3;3;9.75
7;1.060159;15;6.207597;20.09163;6;1.02;9.199997;0;2;26;0;3;194.3887;0.0321772;1.001356;3;3;0;1;7.25
8;5;35;2.684172;30;3.569588;22.56033;618.5002;4;8;21;0;3;194.3887;0.0321772;1.001356;2;2;2;2;8
9;4.56408;15.72797;2;30;2.875541;20.20027;251.3541;2;4;24;0;3;194.3887;0.0321772;1.001356;2;2;2;2;8
10;5;15;10.95828;30;2;21.5803;299.236;6;19;20;0;3;194.3887;0.0321772;1.001356;3;4;3;4;13.25
1;1;35;2;19.88299;4.513792;15.82017;501.2002;7;11;21;0;5;458.9761;0.006679907;1.126815;1;0;4;5;9
2;2.712257;15;6.140687;30;5.848252;30.2605;359.5999;11;30;14;0;5;458.9761;0.006679907;1.126815;3;1;4;5;12.75
3;4.932757;15;3.10235;30;4.270794;4.599997;58.80002;0;3;26;0;5;458.9761;0.006679907;1.126815;2;2;0;2;5.5
4;5;15;5.69393;21.18029;6;12.6201;130.0001;5;10;22;0;5;458.9761;0.006679907;1.126815;2;1;3;5;10
5;4.970466;27.05886;2;29.01339;2;7.459994;132.8532;0;2;26;0;5;458.9761;0.006679907;1.126815;2;2;0;3;6
6;4.301001;28.99253;2;30;2.07567;20.74028;550.6725;3;7;23;0;5;458.9761;0.006679907;1.126815;2;2;1;4;7.75
7;5;15;7.650712;30;6;15.22016;190.7022;9;19;23;0;5;458.9761;0.006679907;1.126815;1;0;5;5;10.25
8;4.425724;35;3.840648;30;4.084927;3.459997;113;0;3;25;0;5;458.9761;0.006679907;1.126815;2;2;0;3;6
9;5;15;9.690104;28.403;2;3.199998;57.90001;1;4;25;0;5;458.9761;0.006679907;1.126815;2;2;1;4;7.75
10;1.042231;35;9.290963;30;5.38334;6.319995;224;3;10;22;0;5;458.9761;0.006679907;1.126815;2;2;2;5;9.5
1;2.629948;26.63604;2.198765;10;6;4.339997;76.81177;1;2;26;0;4;172.931;0.009915123;1.261978;2;1;0;1;4.5
2;4.922174;16.88399;12;19.34936;2;1.259999;29.43103;0;3;25;0;4;172.931;0.009915123;1.261978;3;2;1;2;8.5
3;5;35;2;30;2;19.12025;498.0946;1;5;24;0;4;172.931;0.009915123;1.261978;3;2;2;4;11
4;4.213619;15;11.61623;24.23051;2.98015;4.699996;79.8;2;7;23;0;4;172.931;0.009915123;1.261978;3;2;3;3;10.5
5;5;15;3.157058;30;2;8.28;101.9;1;4;25;0;4;172.931;0.009915123;1.261978;3;2;1;3;9.5
6;3.683801;23.82081;3.808791;19.5348;2.415647;3.219998;53.0407;0;2;26;0;4;172.931;0.009915123;1.261978;3;2;1;1;7.5
7;5;15;3.103084;30;5.035387;10.92006;139.3576;2;6;25;0;4;172.931;0.009915123;1.261978;3;2;1;4;10.5
8;4.231843;15;2.859258;30;2.70595;14.22014;130.2;2;6;23;0;4;172.931;0.009915123;1.261978;3;3;1;4;12
9;5;15;2;30;4.12399;13.30011;149.9;2;4;25;0;4;172.931;0.009915123;1.261978;2;1;0;4;7.5
10;5;15;6.315341;30;5.129483;3.979997;62.10001;1;4;25;0;4;172.931;0.009915123;1.261978;3;2;2;3;10
1;2.691344;35;8.064637;10;4.404873;8.019994;244.6;3;12;23;0;6;380.905;0.009417377;1.263968;2;2;1;5;8.25
2;4.176315;15;3.285061;25.5712;5.959356;13.64012;114;4;8;22;0;6;380.905;0.009417377;1.263968;2;2;2;5;9.5
3;4.501073;26.86138;4.327227;30;2.686787;3.199998;68.83524;0;2;26;0;6;380.905;0.009417377;1.263968;2;2;0;2;5.5
4;1.883616;24.43433;2;27.15174;2;25.32039;377.4928;4;11;21;0;6;380.905;0.009417377;1.263968;2;2;3;4;10.25
5;3.274468;15;2;30;6;14.16013;119.2263;2;5;24;0;6;380.905;0.009417377;1.263968;2;3;1;4;8.5
6;5;15;2;30;5.167614;49.38094;433.2999;7;16;18;0;6;380.905;0.009417377;1.263968;4;3;4;4;15.25
7;5;15;2;30;6;80.37852;669.5005;20;40;5;0;6;380.905;0.009417377;1.263968;3;2;4;5;13.5
8;4.818356;15;2;16.66084;6;8.159997;81.10002;4;2;26;0;6;380.905;0.009417377;1.263968;1;1;3;4;8
9;5;22.99218;4.533476;27.13112;2;74.79946;1147.435;15;49;6;0;6;380.905;0.009417377;1.263968;4;2;3;4;13.25
10;1;18.98766;4.295157;15.06834;2;1.619999;21.14917;0;2;26;0;6;380.905;0.009417377;1.263968;2;2;0;2;5.5
1;2.908363;26.72557;5.141792;14.70867;6;1.939999;51.8641;0;2;26;0;1;214.7455;0.03755155;1.075172;1;2;0;2;4
2;2.861434;30.5139;2;30;3.257841;17.66021;537.8557;5;9;21;0;1;214.7455;0.03755155;1.075172;2;1;3;5;10
3;1.488557;15;9.64741;21.09824;6;1.419999;27.55139;2;2;26;0;1;214.7455;0.03755155;1.075172;1;1;2;3;6.25
4;5;15;2;30;2;7.499994;78.92059;0;2;26;0;1;214.7455;0.03755155;1.075172;1;2;0;3;4.5
5;4.751034;24.88338;2;30;3.185581;7.099994;136.1239;0;2;26;0;1;214.7455;0.03755155;1.075172;1;2;0;3;4.5
6;2.698798;15;4.516111;30;6;6.319995;70.63501;2;6;24;0;1;214.7455;0.03755155;1.075172;1;2;1;5;6.75
7;2.684516;30.94879;12;30;3.012095;0.8599997;24.17289;0;2;26;0;1;214.7455;0.03755155;1.075172;1;2;0;2;4
8;3.008148;26.23754;4.124681;30;5.560733;26.20041;665.5177;13;19;16;0;1;214.7455;0.03755155;1.075172;4;1;5;5;15.5
9;3.922085;15;2;30;4.42426;24.34037;215.1148;6;8;23;0;1;214.7455;0.03755155;1.075172;3;1;3;5;11.5
10;3.160135;15;2;30;6;23.38034;264.3;15;7;23;0;1;214.7455;0.03755155;1.075172;3;0;4;5;12
1;4.616884;15.51509;11.54157;10;6;1.179999;17.29147;1;3;26;0;2;397.4984;0.009796236;1.207537;3;3;4;2;11.25
2;4.325405;15;8.538811;27.28445;2;1.599999;21.22664;0;3;25;0;2;397.4984;0.009796236;1.207537;3;2;3;1;8
3;4.63374;15;12;30;4.352344;1.179999;13.06483;0;3;26;0;2;397.4984;0.009796236;1.207537;3;2;3;1;8
4;4.99576;15;12;26.12463;4.016384;3.779997;50.00002;2;7;23;0;2;397.4984;0.009796236;1.207537;3;3;4;2;11.25
5;5;28.54191;8.216768;25.67714;2;1.839999;37.33352;0;4;25;0;2;397.4984;0.009796236;1.207537;3;2;3;1;8
6;4.191667;21.20161;8.944904;17.23289;2;1.539999;31.32177;0;2;26;0;2;397.4984;0.009796236;1.207537;3;2;3;1;8
7;5;27.00599;5.750274;16.58014;2;2.619998;71.72256;0;2;26;0;2;397.4984;0.009796236;1.207537;3;2;3;1;8
8;4.137885;33.52528;5.823852;29.00668;2.656734;4.559997;137.918;1;4;25;0;2;397.4984;0.009796236;1.207537;3;2;3;1;8
9;5;15.74482;5.106634;26.80763;3.406308;6.959994;90.3454;1;4;25;0;2;397.4984;0.009796236;1.207537;3;2;3;2;9.25
10;3.319201;34.8811;4.081956;30;3.3911;34.4606;1189.066;8;17;16;0;2;397.4984;0.009796236;1.207537;4;1;3;2;8.5
1;2.467658;22.54961;7.853761;10;5.45462;1.199999;34.33163;0;3;25;0;3;190.6231;0.03504384;1.054185;3;4;1;2;9.75
2;3.262109;29.8185;7.961548;30;4.213583;6.919994;195.0435;2;9;22;0;3;190.6231;0.03504384;1.054185;3;4;2;4;12
3;2.76561;15;5.162869;27.10052;6;22.36032;260.942;9;19;15;0;3;190.6231;0.03504384;1.054185;4;3;3;3;13.5
4;2.733171;15;2;19.10292;6;8.620008;102.9;7;3;25;0;3;190.6231;0.03504384;1.054185;2;2;2;3;8.5
5;5;15.81543;2;30;2.157965;47.7409;629.8054;8;24;15;0;3;190.6231;0.03504384;1.054185;4;3;2;3;12.25
6;2.953962;15;2;18.65507;4.823392;13.62012;195.0176;5;4;25;0;3;190.6231;0.03504384;1.054185;2;2;2;3;8.5
7;3.795232;15;2;30;2;6.159995;75.70003;0;3;25;0;3;190.6231;0.03504384;1.054185;3;4;1;3;10.25
8;5;30.66109;2;30;2.691028;28.10045;840.8899;4;10;22;0;3;190.6231;0.03504384;1.054185;3;2;2;2;9.5
9;1;24.22956;2;16.51099;4.566257;3.159998;66.32912;0;2;26;0;3;190.6231;0.03504384;1.054185;3;4;1;1;9.25
10;5;16.65117;2;25.97061;4.881601;17.90022;269.9046;5;6;24;0;3;190.6231;0.03504384;1.054185;2;1;3;3;9
1;4.019754;29.72952;4.882811;10;6;2.479998;70.37735;1;3;26;0;5;388.7137;0.009281365;1.062838;2;2;1;3;7.25
2;1;23.35828;6.484187;30;3.260452;1.04;20.59764;0;2;26;0;5;388.7137;0.009281365;1.062838;2;2;0;2;5.5
3;4.987867;35;11.36946;30;2;1.359999;48.28213;0;2;26;0;5;388.7137;0.009281365;1.062838;2;2;0;2;5.5
4;3.980674;18.73962;6.737475;29.72158;2;7.259994;102.6493;2;5;24;0;5;388.7137;0.009281365;1.062838;2;2;1;5;8.25
5;1;15;6.854998;30;4.801766;12.7401;136.0455;5;22;12;0;5;388.7137;0.009281365;1.062838;3;3;3;5;13
6;5;15;4.523298;21.55726;3.834439;44.42083;501.6997;11;24;17;0;5;388.7137;0.009281365;1.062838;2;1;4;5;11.25
7;5;15;10.71576;30;6;1.339999;15.5;0;2;26;0;5;388.7137;0.009281365;1.062838;2;2;0;2;5.5
8;4.962692;21.73399;2.046709;30;2;48.62092;920.4112;7;22;14;0;5;388.7137;0.009281365;1.062838;4;3;3;4;14
9;1.450573;15;2.058904;10;2.261429;20.46028;250.8;8;9;22;0;5;388.7137;0.009281365;1.062838;1;0;4;5;9
10;3.678585;15;4.77585;24.83568;4.368928;5.099996;61.20001;1;3;25;0;5;388.7137;0.009281365;1.062838;2;2;1;4;7.75
1;3.291186;26.81416;4.914717;12.43613;6;2.159999;50.98051;1;2;26;0;1;172.5737;0.03319016;1.161863;1;2;2;3;7
2;5;18.2455;6.720029;30;5.918489;4.379997;63.87549;1;4;25;0;1;172.5737;0.03319016;1.161863;1;2;1;4;6.25
3;1.880915;18.32191;2.278041;28.93126;4.630917;5.579996;94.74027;1;4;25;0;1;172.5737;0.03319016;1.161863;1;2;0;4;5
4;4.626524;34.83909;12;26.81637;5.93167;1.12;28.66074;0;3;26;0;1;172.5737;0.03319016;1.161863;1;2;0;2;4
5;4.929598;28.16922;2;23.89481;4.313896;19.08025;485.2336;2;7;24;0;1;172.5737;0.03319016;1.161863;2;2;1;4;7.75
6;1.713153;15;2.881045;30;2.726591;2.859998;56.19447;0;2;26;0;1;172.5737;0.03319016;1.161863;1;2;0;2;4
7;3.880782;15;2.659979;30;6;6.719995;79.20002;2;5;24;0;1;172.5737;0.03319016;1.161863;1;2;1;5;6.75
8;4.10425;15;4.913538;30;6;5.059996;63.50002;1;6;25;0;1;172.5737;0.03319016;1.161863;1;2;1;4;6.25
9;5;15;9.235806;30;2;4.519997;52.70002;1;6;24;0;1;172.5737;0.03319016;1.161863;1;2;1;3;5.75
10;4.472373;29.57126;9.010481;30;2;1.559999;29.60556;0;2;26;0;1;172.5737;0.03319016;1.161863;1;2;0;2;4
1;1;35;12;10;6;0.54;20.13998;0;2;26;0;2;397.9774;0.005428081;1.258794;3;2;3;1;8
2;4.89446;27.21073;10.47697;30;2.374802;2.659998;50.30856;1;5;25;0;2;397.9774;0.005428081;1.258794;3;2;4;2;9.75
3;4.203381;27.79524;2;30;2.114314;13.06011;314.2299;1;5;24;0;2;397.9774;0.005428081;1.258794;3;2;3;2;9.25
4;3.338656;15;2;30;3.192426;10.52005;84.12127;1;4;25;0;2;397.9774;0.005428081;1.258794;2;2;2;2;8
5;1;15;4.651865;30;3.175555;31.88054;410.6999;13;33;9;0;2;397.9774;0.005428081;1.258794;5;2;5;3;13
6;1;15;2;30;3.54069;26.06041;255.5;8;12;18;0;2;397.9774;0.005428081;1.258794;2;1;2;2;6.5
7;5;15;3.73145;30;6;10.02004;125.7;6;4;25;0;2;397.9774;0.005428081;1.258794;2;1;2;2;6.5
8;5;30.04083;4.431566;30;2.281165;3.379997;101.438;0;3;26;0;2;397.9774;0.005428081;1.258794;3;2;3;1;8
9;1;18.42913;6.873078;30;3.12827;1.02;19.7695;0;2;26;0;2;397.9774;0.005428081;1.258794;3;2;3;1;8
10;5;18.245;5.883276;20.70013;3.169904;14.74015;159.4588;2;9;21;0;2;397.9774;0.005428081;1.258794;3;2;3;2;9.25
1;3.357973;34.02201;5.366849;10;6;11.94008;310.1026;5;5;25;0;3;194.3887;0.0321772;1.001356;2;1;2;3;7.75
2;5;15;2;30;5.863487;26.04041;270.0542;4;8;22;0;3;194.3887;0.0321772;1.001356;2;1;2;2;7.25
3;2.826176;15;2.244173;30;2;4.719996;66.60001;0;2;26;0;3;194.3887;0.0321772;1.001356;3;4;1;1;9.25
4;1;15;7.915222;30;2.203931;9.380025;113.8001;4;10;22;0;3;194.3887;0.0321772;1.001356;3;3;2;3;10.75
5;4.761666;18.87649;2;30;2.403371;22.22032;366.0926;2;7;24;0;3;194.3887;0.0321772;1.001356;3;4;2;3;11.5
6;2.384568;15;10.9314;19.53838;4.566441;0.8799997;22.4506;0;2;26;0;3;194.3887;0.0321772;1.001356;3;4;1;1;9.25
7;3.557127;15;5.021121;30;2;6.159995;83.75063;1;4;25;0;3;194.3887;0.0321772;1.001356;3;4;1;3;10.25
8;3.497407;15;4.05876;24.68827;3.378061;21.5403;223.6;7;14;19;0;3;194.3887;0.0321772;1.001356;3;2;3;3;11.25
9;4.809001;15;2.449035;30;4.722846;5.659996;73.80002;0;4;25;0;3;194.3887;0.0321772;1.001356;3;4;1;3;10.25
10;3.322495;15;6.087661;28.72338;4.952701;1.819999;20.7;0;2;26;0;3;194.3887;0.0321772;1.001356;3;4;1;1;9.25
1;1.268059;35;4.027693;10;6;9.880036;304.9001;3;7;22;0;5;458.9761;0.006679907;1.126815;2;2;0;5;7
2;3.719363;15;2;20.17258;3.293161;62.32124;628.9001;18;35;14;0;5;458.9761;0.006679907;1.126815;3;1;4;5;12.75
3;4.251246;15;2;30;3.302382;41.72076;423.9998;13;21;15;0;5;458.9761;0.006679907;1.126815;2;1;4;5;11.25
4;1.711259;15;2;18.97526;6;14.70015;133.4;21;2;26;0;5;458.9761;0.006679907;1.126815;1;1;3;4;8
5;5;24.72167;2;30;2;53.08102;1147.471;8;28;17;0;5;458.9761;0.006679907;1.126815;3;2;3;4;11.75
6;1.793181;15;2;30;2.948082;6.779994;75.33302;1;4;25;0;5;458.9761;0.006679907;1.126815;2;2;0;4;6.5
7;5;19.6586;3.944381;30;2;7.139994;134.8625;1;3;25;0;5;458.9761;0.006679907;1.126815;2;2;0;4;6.5
8;2.403819;15;3.580103;30;4.273755;18.86024;190.4068;8;10;20;0;5;458.9761;0.006679907;1.126815;1;0;5;5;10.25
9;2.437212;22.42113;9.617785;20.05033;2;1.08;27.12744;0;2;26;0;5;458.9761;0.006679907;1.126815;2;2;0;2;5.5
10;5;25.22874;4.11381;15.45266;3.707436;36.04063;783.265;7;18;20;0;5;458.9761;0.006679907;1.126815;2;0;3;4;8.75
1;2.490098;35;7.039746;13.53726;6;1.14;37.04639;0;3;25;0;4;172.931;0.009915123;1.261978;3;2;1;2;8.5
2;1.213415;15.03518;2;23.27877;2.439853;11.36007;150.2348;2;6;24;0;4;172.931;0.009915123;1.261978;3;2;1;4;10.5
3;4.103;15;4.406382;30;4.106309;2.899998;43.82111;0;2;26;0;4;172.931;0.009915123;1.261978;3;2;1;1;7.5
